PID,wslong,wslat,wsplace
13895, 116.443402, 39.968171, School 2196
4124, 116.615378, 40.017254, School 2205
14105, 116.434811, 39.928009, School 2167
8686, 116.4903054, 39.7348966, School 2485
2512, 116.85733, 40.369887, School 2119
19848, 116.776749, 39.609963, School 2421
16759, 116.446928, 39.954114, School 2375
11971, 116.149021, 40.093347, School 2378
9602, 116.610664, 39.910163, School 2444
9950, 116.33737, 39.930948, School 2420
8413, 116.312117, 40.143218, School 2376
11077, 116.478981, 40.417155, School 2158
517, 116.475251, 39.835216, School 2384
10019, 116.651074, 40.150029, School 2430
11877, 116.284123, 40.094823, School 2417
14905, 116.564333, 39.794029, School 2344
20051, 116.675235, 39.889969, School 2405
18715, 116.308566, 40.05529, School 2416
11619, 116.241856, 39.886715, School 2302
12353, 116.319913, 40.1265, School 2379
19263, 116.105645, 39.918323, School 2441
7969, 116.312806, 39.912668, School 2447
20658, 116.708214, 39.728923, School 2234
11361, 116.819042, 39.819042, School 2401
18667, 116.537203, 40.078238, School 2198
11401, 116.297384, 39.696431, School 2418
4969, 116.475251, 39.835216, School 2384
5015, 116.700888, 39.905341, School 2251
1510, 116.024882, 40.185789, School 2395
11113, 116.024882, 40.185789, School 2395
5112, 116.400099, 40.039447, School 2452
9092, 116.739623, 39.840567, School 2067
4812, 116.426051, 39.950465, School 2390
16268, 116.675235, 39.889969, School 2405
12533, 116.372437, 39.814476, School 2411
9743, 116.308566, 40.05529, School 2416
4722, 116.651208, 39.746501, School 2249
5202, 116.284123, 40.094823, School 2417
19195, 116.292963, 39.860711, School 2228
11983, 116.310584, 39.717486, School 2434
14166, 116.297384, 39.696431, School 2418
8677, 116.312117, 40.143218, School 2376
19917, 116.301909, 39.998638, School 2306
7684, 116.522007, 39.954794, School 2425
12899, 116.413689, 39.611148, School 2412
764, 115.998873, 39.724173, School 2419
761, 116.3825, 39.78608, School 2309
4967, 116.511566, 39.850648, School 2006
9702, 116.343262, 39.819683, School 2397
2827, 115.915943, 39.709636, School 2241
19575, 116.024882, 40.185789, School 2395
992, 116.349773, 39.790969, School 2042
11097, 116.406624, 39.989405, School 2409
10338, 116.57605, 39.910296, School 2437
3313, 116.343832, 39.87234, School 2291
20348, 116.2934201, 39.87450578, School 2486
3028, 116.488036, 39.960696, School 2328
1578, 116.4903054, 39.7348966, School 2485
2668, 116.298843, 39.802632, School 1993
13987, 116.273822, 39.765098, School 2449
8818, 116.065231, 39.722788, School 2246
9767, 116.127122, 39.852226, School 2222
13043, 116.4903054, 39.7348966, School 2485
12557, 116.120836, 39.925565, School 2165
20153, 116.329263, 39.921923, School 2174
1511, 116.245844, 40.035244, School 2415
9365, 116.359165, 39.879164, School 2199
14202, 116.369454, 40.220416, School 2424
20709, 116.297384, 39.696431, School 2418
18291, 116.509426, 40.121733, School 2414
12727, 116.475251, 39.835216, School 2384
12273, 116.292963, 39.860711, School 2228
12407, 116.425936, 39.883279, School 2107
15141, 117.064761, 40.181869, School 2230
2626, 116.297384, 39.696431, School 2418
14268, 116.426293, 39.910183, School 2435
4585, 116.535394, 40.610496, School 2451
9542, 116.356831, 39.475458, School 2402
8809, 116.475693, 39.791452, School 2301
9083, 116.595238, 39.930388, School 2135
779, 116.463537, 39.8738, School 2007
2743, 116.319913, 40.1265, School 2379
15091, 116.369723, 39.927092, School 2147
19595, 117.222159, 40.271143, School 2223
2533, 116.372437, 39.814476, School 2411
213, 116.364973, 39.985089, School 2130
10614, 116.214528, 39.93195, School 2127
12093, 116.203171, 40.153827, School 2374
18511, 116.59299, 40.316291, School 2226
14335, 116.323892, 40.09018, School 2133
19355, 116.149021, 40.093347, School 2378
18195, 116.369454, 40.220416, School 2424
2812, 117.222159, 40.271143, School 2223
15066, 116.463537, 39.8738, School 2007
10258, 116.309486, 39.763932, School 2187
11030, 116.275406, 40.019793, School 2394
2830, 116.194171, 39.811415, School 2382
13955, 116.216818, 39.979761, School 2431
11039, 116.483647, 39.957067, School 2178
2905, 116.484185, 40.071876, School 2096
18819, 116.266825, 40.07761, School 2377
1487, 116.465838, 39.968655, School 2426
1594, 116.41444, 39.884119, School 2145
21150, 116.312117, 40.143218, School 2376
20604, 116.305233, 39.902772, School 2297
10430, 116.394494, 40.065768, School 2239
12183, 116.149021, 40.093347, School 2378
19475, 116.025979, 39.86492, School 2129
9362, 116.406624, 39.989405, School 2409
10182, 116.13865, 40.157696, School 2442
845, 116.13769, 39.988623, School 2432
15568, 116.073424, 39.804825, School 2200
839, 116.455302, 40.098778, School 2208
7675, 116.260842, 40.03164, School 2363
19303, 116.13865, 40.157696, School 2442
12665, 116.546325, 40.263072, School 2224
2698, 116.433873, 39.949051, School 1973
4439, 116.508478, 40.028596, School 2140
13965, 116.406624, 39.989405, School 2409
11911, 116.415479, 39.832816, School 2387
2605, 116.374651, 39.747981, School 2398
46, 116.61789, 39.916511, School 2055
13720, 116.054601, 39.689656, School 2250
609, 116.052978, 39.688162, School 2391
4729, 116.513509, 39.895886, School 2192
186, 116.258918, 39.892747, School 2365
12505, 116.329263, 39.921923, School 2174
20192, 116.535394, 40.610496, School 2451
18559, 116.958569, 40.196331, School 2144
11161, 116.819042, 39.819042, School 2401
1493, 116.441549, 39.844428, School 2217
11873, 116.440134, 39.975117, School 2423
12031, 116.386827, 40.261791, School 2043
5184, 116.226456, 40.033484, School 2237
16395, 116.292963, 39.860711, School 2228
16361, 116.413689, 39.611148, School 2412
12217, 116.406624, 39.989405, School 2409
10342, 116.320463, 39.685314, School 2091
8614, 116.415956, 39.843945, School 2176
18655, 116.327032, 39.764503, School 2207
7639, 116.816565, 39.867961, School 2354
12885, 116.604375, 40.157884, School 2221
11440, 116.61018, 39.985131, School 2386
2201, 116.343262, 39.819683, School 2397
10643, 116.605908, 40.095158, School 2404
2716, 116.685678, 39.698804, School 2348
743, 116.054601, 39.689656, School 2250
1477, 116.421458, 39.826181, School 2399
11617, 116.13769, 39.988623, School 2432
9491, 116.440134, 39.975117, School 2423
12309, 116.415479, 39.832816, School 2387
12027, 116.57605, 39.910296, School 2437
20399, 116.708214, 39.728923, School 2234
18527, 116.248557, 39.742347, School 2160
19983, 116.415956, 39.843945, School 2176
15580, 116.4903054, 39.7348966, School 2485
10250, 116.424712, 40.029046, School 2153
2557, 116.245844, 40.035244, School 2415
12037, 116.450989, 39.872134, School 2381
9149, 116.654307, 40.041662, School 2275
4944, 116.550348, 39.984738, School 2114
15600, 116.302978, 39.899496, School 2277
14131, 116.312117, 40.143218, School 2376
8476, 116.303181, 40.044044, School 2446
12301, 116.093521, 39.864189, School 2182
12497, 116.120836, 39.925565, School 2165
1535, 116.105645, 39.918323, School 2441
19391, 116.147128, 40.202708, School 2232
20186, 116.61979, 40.379795, School 2126
642, 116.337402, 40.01587, School 2238
7837, 116.335442, 40.04016, School 1981
5077, 116.313767, 40.043864, School 2410
2962, 116.128661, 39.9827, School 2355
11312, 116.546304, 39.8024, School 2136
192, 116.308566, 40.05529, School 2416
2506, 116.4903054, 39.7348966, School 2485
15209, 116.406624, 39.989405, School 2409
11081, 116.61979, 40.379795, School 2126
1403, 116.216818, 39.979761, School 2431
12007, 116.697175, 40.069827, School 2049
4674, 115.915969, 39.68819, School 2403
12045, 116.315462, 39.669629, School 2087
17006, 116.359165, 39.879164, School 2199
13730, 116.328647, 39.860125, School 2408
15587, 115.915969, 39.68819, School 2403
11945, 116.61789, 39.916511, School 2055
17270, 116.343262, 39.819683, School 2397
7705, 116.405677, 40.050626, School 2407
17030, 116.605908, 40.095158, School 2404
12893, 116.608116, 40.072125, School 2210
4209, 116.426051, 39.950465, School 2390
12679, 116.674633, 39.994728, School 2274
9152, 116.312806, 39.912668, School 2447
1462, 116.214472, 40.023979, School 1991
4254, 116.615378, 40.017254, School 2205
1456, 116.107964, 40.30101, School 2048
2908, 116.378843, 40.044872, School 2233
4895, 116.4903054, 39.7348966, School 2485
1521, 116.467109, 39.868827, School 2229
9717, 116.421458, 39.826181, School 2399
