OID_1,Capacity,lat,long,Price
453,3,22.67053428000,113.79310530000,646133
455,3,22.72134663000,114.04971830000,727200
464,3,22.73843018000,113.81844810000,757440
475,3,22.58838925000,113.83839200000,838028
481,3,22.72977703000,114.08515910000,1161732
485,3,22.74116414000,113.77963000000,1045227
496,3,22.81741923000,113.83830810000,906950
497,3,22.65319931000,114.52293260000,505365
500,3,22.69594730000,113.83913010000,929880
504,3,22.69643868000,114.27066090000,1223460
505,3,22.66686081000,114.11619100000,1226082
506,3,22.53364804000,113.96442450000,831072
508,3,22.52123953000,113.94511370000,651020
510,3,22.55212083000,114.47339860000,642260
511,3,22.73531601000,113.97215740000,473970
514,3,22.67689567000,114.06769190000,730060
519,3,22.73399160000,114.24196310000,1063832
520,3,22.63921669000,113.82454790000,493344
521,3,22.55344285000,114.07630450000,1206040
522,3,22.56528493000,114.04014480000,638480
523,3,22.61088634000,113.93170050000,1435400
528,3,22.67646163000,114.01472880000,521118
529,3,22.71858552000,114.25671550000,757701
531,3,22.58507887000,114.00749930000,1213113
532,3,22.75600839000,113.84964570000,868560
533,3,22.54292441000,114.51160990000,1090368
534,3,22.73773833000,113.91090490000,1090075
536,3,22.68897935000,113.78514650000,1086645
539,3,22.72680160000,113.90896540000,1015971
546,3,22.72613882000,114.24822740000,600440
559,3,22.55799873000,113.95137330000,1361160
566,3,22.57649825000,113.93455080000,1378680
572,3,22.58864071000,114.28180290000,908778
578,3,22.76496770000,114.31250330000,933300
579,3,22.64907737000,114.21822040000,1239909
584,3,22.67988803000,114.14256350000,1068858
585,3,22.71388256000,113.79745670000,605760
595,3,22.75663067000,114.21818550000,1188075
596,3,22.75949341000,114.28968980000,940296
598,3,22.70345535000,114.33262190000,1342040
599,3,22.68354887000,114.36655480000,1023740
601,3,22.67231938000,114.03467940000,790850
610,3,22.61279607000,114.12123960000,838176
615,3,22.58870565000,113.87557980000,1302350
617,3,22.57155632000,113.86175890000,1049400
618,3,22.58744293000,113.96570330000,637500
626,3,22.50864622000,114.03618530000,1094868
637,3,22.73380776000,114.00419790000,1435278
642,3,22.63396417000,114.13540230000,500070
647,3,22.48185889000,114.51650820000,637075
648,3,22.65099043000,114.01186140000,977160
653,3,22.60869288000,114.15788790000,622915
656,3,22.66530047000,113.82668600000,953082
670,3,22.60829367000,114.24348920000,988380
674,3,22.75543252000,114.33855190000,742946
676,3,22.78389786000,113.92222230000,1055600
679,3,22.78265274000,113.94869250000,698800
687,3,22.60173099000,113.86123190000,535041
697,3,22.73625293000,113.79539630000,1129378
699,3,22.70164617000,113.91639770000,486624
712,3,22.66603443000,114.13449210000,1343718
715,3,22.74029550000,114.02377810000,632982
717,3,22.62107604000,114.11869040000,541710
721,3,22.79239129000,113.93601450000,1112000
722,3,22.65994584000,114.11569960000,1315440
725,3,22.74811872000,114.03004150000,1004270
728,3,22.64385302000,114.06568620000,939042
733,3,22.78905087000,113.88423170000,465585
734,3,22.63378122000,114.22524030000,845160
736,3,22.75496381000,113.93642440000,961620
739,3,22.59606367000,114.16535190000,660155
741,3,22.69329109000,113.95881590000,591732
743,3,22.72231059000,114.08175370000,676260
744,3,22.68064020000,113.96571040000,1096635
748,3,22.62253209000,114.04167750000,583272
752,3,22.74450970000,113.99360900000,1066881
756,3,22.71075833000,114.25740010000,841872
757,3,22.68870689000,114.36161780000,829088
774,3,22.81358574000,113.87743040000,1445613
776,3,22.52682045000,114.02329800000,1027514
777,3,22.72788680000,113.93815210000,1061276
781,3,22.80795461000,113.89992800000,546285
786,3,22.55899902000,113.97004060000,595104
787,3,22.54359192000,114.01809660000,931762
794,3,22.62211213000,114.04849840000,636994
796,3,22.61457115000,113.84038150000,531165
801,3,22.53501616000,114.48755280000,682974
815,3,22.63882801000,114.17932780000,948300
816,3,22.75002473000,113.92475000000,1285730
818,3,22.72891003000,114.36252940000,615543
820,3,22.64119686000,114.42063440000,620255
835,3,22.75491946000,113.90648310000,1056728
840,3,22.58481421000,114.07114150000,1096722
842,3,22.70560139000,113.82008760000,785180
843,3,22.58310550000,114.29227730000,634392
853,3,22.63274680000,114.03660850000,895674
855,3,22.57392107000,113.85535470000,1048002
857,3,22.70305690000,114.30357780000,1334916
860,3,22.54354212000,113.93513530000,600320
864,3,22.74234574000,114.25407750000,462090
865,3,22.73710796000,114.03832560000,987876
868,3,22.67435697000,114.02942450000,772823
872,3,22.73286583000,114.06381150000,504048
874,3,22.75407760000,113.86080530000,1351573
875,3,22.58626292000,114.23534660000,969432
884,3,22.53011123000,113.96993560000,693308
886,3,22.60037592000,114.46990890000,896142
891,3,22.68640410000,114.21919360000,1111970
894,3,22.73931425000,113.91698010000,856704
897,3,22.60643551000,114.31028970000,673500
902,3,22.70851515000,114.04812530000,552708
905,3,22.62720595000,114.08786300000,1322208
914,3,22.71653167000,114.36553750000,1069410
918,3,22.81033130000,113.85967630000,1128833
922,3,22.53611360000,113.92235100000,926324
925,3,22.59127621000,114.00914980000,712329
929,3,22.77099762000,113.90583490000,1167950
932,3,22.58083030000,113.94045050000,965681
935,3,22.74951701000,114.24772370000,893295
946,3,22.64983377000,114.04369660000,702807
947,3,22.55478286000,114.06597980000,573800
950,3,22.78206316000,113.87563460000,1261680
952,3,22.53332558000,114.08021790000,803229
956,3,22.61391258000,114.15048800000,899808
960,3,22.67680622000,114.11579970000,1052940
972,3,22.57987075000,113.90536590000,475875
982,3,22.62434102000,113.97348050000,871286
983,3,22.56904314000,114.17455660000,761200
992,3,22.63037947000,114.13031800000,1085586
9,3,22.53487520000,113.90829340000,877268
10,3,22.61669775000,114.03693000000,626418
12,3,22.59596208000,114.23651320000,1049792
36,3,22.55817396000,114.18319310000,1039456
40,3,22.68651171000,114.31415390000,744282
43,3,22.76195894000,113.80869980000,1253175
64,3,22.72529894000,114.09296660000,1261094
65,3,22.67637751000,114.12185270000,813975
69,3,22.63864120000,114.01834490000,1302630
75,3,22.74553954000,114.01254660000,888024
76,3,22.57777992000,114.26528910000,872625
89,3,22.81101354000,113.88483900000,769536
95,3,22.68180991000,113.98120720000,637108
96,3,22.57084405000,114.06544810000,816608
105,3,22.67844841000,113.82981660000,1011852
107,3,22.68601619000,114.06626710000,1147014
111,3,22.54079562000,114.48174000000,1075965
116,3,22.59345697000,114.18476590000,1204830
120,3,22.71435800000,114.39393620000,619680
123,3,22.62515275000,114.07654780000,1064735
130,3,22.49267264000,113.88883490000,1237896
145,3,22.73178047000,113.91580690000,930888
152,3,22.72780458000,114.05930640000,883128
158,3,22.72475814000,114.21252840000,943370
165,3,22.68866649000,114.14168980000,815675
168,3,22.65132133000,114.11306590000,783614
176,3,22.66535460000,114.23910920000,1442860
179,3,22.71543158000,114.28886050000,1410591
180,3,22.65568646000,114.00478450000,1038097
183,3,22.77964080000,114.29237670000,617861
200,3,22.60700273000,114.42590740000,689955
205,3,22.74855338000,113.79483920000,565755
206,3,22.69997714000,114.08064800000,1463760
208,3,22.64882780000,114.07244300000,909275
211,3,22.60439637000,114.32426390000,500000
234,3,22.53610772000,114.07301520000,823020
235,3,22.75272624000,113.82658410000,1264865
247,3,22.50307986000,113.86891450000,482688
262,3,22.51793372000,113.89612690000,592591
268,3,22.51042369000,114.04403010000,1268748
271,3,22.62626062000,114.01406470000,1108620
278,3,22.73982065000,114.37315570000,1421922
288,3,22.57015688000,113.87463040000,751476
290,3,22.69907369000,113.82677210000,587877
294,3,22.55403260000,114.01100270000,1247800
306,3,22.78527296000,113.90569300000,521940
308,3,22.72803226000,114.00126560000,1160838
310,3,22.60937378000,114.23531910000,806366
313,3,22.63955388000,114.08415870000,725420
316,3,22.75704442000,114.36839560000,661920
317,3,22.71040813000,114.29825520000,888894
322,3,22.77728948000,113.83521060000,1120512
324,3,22.55686737000,114.09234120000,684589
330,3,22.71648088000,114.38089790000,457005
342,3,22.58455382000,113.94305370000,1192386
345,3,22.60839755000,114.02367590000,682731
348,3,22.68109238000,114.03061770000,942450
349,3,22.70816067000,113.91076170000,683411
362,3,22.70119786000,114.02582220000,1296036
363,3,22.77301208000,113.80460560000,1233974
367,3,22.60877089000,114.09806550000,927030
369,3,22.61247265000,114.13191170000,1176186
373,3,22.60276444000,114.29818120000,659988
377,3,22.74721594000,114.38425030000,517275
380,3,22.68210734000,114.07771500000,1134648
388,3,22.56299590000,113.96254560000,1151776
394,3,22.64360118000,114.05346580000,1264640
400,3,22.76687465000,113.82757290000,817700
401,3,22.63569076000,114.42491780000,588736
402,3,22.57745346000,113.87286090000,1196370
408,3,22.58682760000,114.24551480000,748419
421,3,22.79108217000,113.89223040000,1144325
423,3,22.65620457000,114.05127360000,1004608
447,3,22.69695963000,114.07069530000,567188
448,3,22.72921063000,114.37326630000,812725
452,3,22.76591498000,113.90651740000,1286400
458,3,22.76820020000,113.91923660000,751170
461,3,22.48154320000,113.88372850000,767256
462,3,22.50520050000,113.91276260000,1060936
463,3,22.58832707000,113.95707100000,644879
467,3,22.57753579000,114.25496720000,1161584
476,3,22.53307745000,114.02099370000,688116
479,3,22.73934999000,113.94264840000,1016392
484,3,22.77613656000,113.84402450000,1151185
486,3,22.70654651000,113.95397520000,1143384
499,3,22.75671810000,113.88787110000,491985
509,3,22.55688771000,113.93655880000,568256
518,3,22.70820346000,114.13045230000,754320
524,3,22.52098472000,113.93661700000,765762
525,3,22.59655700000,114.04121300000,1367810
545,3,22.76124526000,114.32075120000,996390
550,3,22.54463128000,113.89975260000,1321320
555,3,22.59332402000,113.99781610000,899350
563,3,22.52756307000,114.07096730000,635664
565,3,22.67782678000,114.32360320000,1365188
567,3,22.65832693000,114.07466990000,976345
570,3,22.72531168000,113.83373700000,574902
571,3,22.53382191000,113.94705500000,1035706
576,3,22.67869917000,114.29936790000,1152591
582,3,22.75588524000,114.37830820000,752540
586,3,22.51106117000,113.93030110000,763715
593,3,22.71418306000,114.31392150000,912054
605,3,22.65716514000,113.99455420000,1060704
607,3,22.57814012000,114.48130310000,876798
609,3,22.73374994000,113.93167670000,734500
620,3,22.55199265000,114.07090980000,775341
638,3,22.70524286000,114.07732150000,833040
640,3,22.66305665000,114.01471480000,909900
641,3,22.73321983000,113.85517220000,721335
645,3,22.69502726000,114.32171100000,775467
660,3,22.69787035000,114.08333170000,526864
667,3,22.71690076000,114.30383860000,708720
677,3,22.53739654000,113.88912040000,682584
685,3,22.72011299000,113.85030560000,519936
700,3,22.55598372000,114.00651760000,1468623
702,3,22.60298027000,114.13345280000,536535
751,3,22.71411879000,114.05524920000,1207520
760,3,22.60593957000,114.11096860000,983070
767,3,22.74696049000,113.85633690000,1192695
771,3,22.54385352000,114.03799280000,996039
778,3,22.48939267000,113.91396550000,579942
785,3,22.75877108000,114.35413120000,938979
790,3,22.69945295000,114.03980460000,711837
791,3,22.68865090000,114.28504180000,800448
810,3,22.71167791000,113.88728230000,1049088
811,3,22.69924452000,114.10921490000,1080939
823,3,22.51532538000,113.90142040000,785519
829,3,22.70118929000,114.34868160000,1152096
838,3,22.80667899000,113.87597260000,1366360
845,3,22.73838093000,114.00871730000,1055310
856,3,22.57433865000,114.07668510000,1186416
863,3,22.73473908000,114.36673240000,880568
871,3,22.54666103000,114.12172890000,784740
880,3,22.60760209000,114.12234510000,808678
882,3,22.66369707000,114.02531080000,542880
885,3,22.78104849000,113.90205290000,1495160
900,3,22.80671205000,113.88957570000,679910
942,3,22.58241509000,114.24359790000,1373403
943,3,22.57978804000,113.86377060000,782034
975,3,22.59999180000,114.04063970000,933030
988,3,22.61478813000,114.10942370000,768775
993,3,22.70254052000,113.80505730000,578556
997,3,22.69787298000,113.92580070000,527901
14,4,22.79263871000,113.90136780000,1153138
31,4,22.65490436000,114.06445720000,941814
41,4,22.63041229000,113.84601980000,1038213
48,4,22.69082435000,114.03750510000,1046040
77,4,22.48722790000,113.92628570000,1018083
98,4,22.55304371000,113.94264830000,1079808
103,4,22.68797167000,113.94013410000,717580
135,4,22.76598871000,114.32915410000,796704
141,4,22.51773653000,114.04953290000,1183336
166,4,22.54364914000,114.04266710000,908220
175,4,22.80416164000,113.86051750000,871815
212,4,22.71384223000,114.03216650000,1402041
239,4,22.61103696000,114.11700910000,1133090
259,4,22.63733905000,114.00146400000,567525
266,4,22.67135289000,114.32851220000,1113665
274,4,22.57645726000,114.08182230000,986391
276,4,22.71739482000,113.82251340000,1162980
309,4,22.77088278000,113.94436000000,561017
311,4,22.52621558000,113.98568910000,1202172
328,4,22.54837350000,114.05030590000,1113738
333,4,22.60458662000,113.85040620000,1208795
341,4,22.68785579000,113.98378540000,1265862
346,4,22.59420024000,114.12429080000,1082084
356,4,22.54961563000,113.93077820000,1281865
365,4,22.55492223000,114.02163990000,750444
382,4,22.61050373000,114.14686890000,1037940
410,4,22.69463549000,114.28351380000,1093983
442,4,22.50486884000,114.05059030000,675048
450,4,22.58669471000,113.91445930000,999192
454,4,22.63754927000,114.03272640000,681084
487,4,22.54514773000,114.13233600000,832086
549,4,22.72416385000,114.31996580000,1269026
558,4,22.68654991000,113.92569550000,979446
574,4,22.54732311000,114.22821880000,1101464
608,4,22.57433630000,114.13512850000,780442
619,4,22.66619204000,114.32170290000,675994
651,4,22.67856240000,113.94092970000,629320
664,4,22.64186821000,114.04667170000,821184
683,4,22.74086001000,113.95222020000,1196028
701,4,22.69059239000,114.10331670000,1309840
784,4,22.64325826000,114.03516840000,597346
883,4,22.55449314000,114.08453340000,1468623
892,4,22.68796411000,113.91803010000,499125
910,4,22.54400765000,114.05865900000,820128
941,4,22.69926695000,114.09206170000,1060620
951,4,22.62988075000,113.92718500000,1077777
973,4,22.52550055000,113.93363300000,1161510
991,4,22.62287191000,114.01872400000,556830
1000,4,22.72516813000,113.82965810000,471675
21,7,22.72020294000,114.31787120000,885196
22,7,22.56292986000,114.12002560000,1024550
33,7,22.71774923000,113.89508650000,526983
45,7,22.63011280000,114.14230710000,983043
50,7,22.53736933000,114.10160380000,1319760
70,7,22.73232303000,114.27901390000,799568
101,7,22.58178721000,113.85468870000,1159040
159,7,22.63047770000,113.93197800000,1211328
169,7,22.54238400000,114.12487930000,1185522
174,7,22.54849473000,114.01110180000,1184688
187,7,22.72504131000,113.81593330000,538118
254,7,22.68073678000,113.93040620000,1045072
267,7,22.68921886000,114.12791310000,675246
301,7,22.79503735000,113.94502040000,779306
331,7,22.69455967000,114.11859740000,747868
375,7,22.64171731000,114.18765720000,998250
376,7,22.71533772000,114.09382390000,627780
415,7,22.56441558000,113.91380980000,1444716
466,7,22.76215335000,113.93654280000,1192140
477,7,22.54958485000,113.98213440000,582996
548,7,22.62437861000,113.84097040000,1288404
552,7,22.80466662000,113.86786440000,1327280
562,7,22.58738683000,114.11199230000,723051
592,7,22.57569068000,113.94211060000,1011561
622,7,22.72885792000,114.09974030000,1329588
659,7,22.70977353000,114.10083770000,1390272
673,7,22.61527902000,114.02609630000,743000
703,7,22.60251452000,114.02971760000,891960
867,7,22.56564506000,113.97787580000,453570
870,7,22.63556590000,114.19085850000,1096461
887,7,22.57578613000,114.03739380000,602642
896,7,22.53699791000,114.05748060000,1062528
921,7,22.73472008000,113.99640750000,1005129
928,7,22.53116917000,114.01096730000,755118
940,7,22.55948125000,113.98004390000,668196
944,7,22.68177281000,114.22466140000,1269108
959,7,22.58581645000,114.13408340000,860787
963,7,22.52050551000,113.92849100000,785379
967,7,22.78971246000,113.86038810000,698717
979,7,22.56731939000,114.04305290000,1194876
980,7,22.59594151000,114.30046470000,764346
985,7,22.76193149000,113.84249250000,952099
999,7,22.72651427000,113.85971570000,779700
5,8,22.53691557000,113.97359680000,705679
85,8,22.51239945000,113.92493900000,1434615
91,8,22.55227385000,114.13549180000,965312
94,8,22.57611145000,114.10821150000,1279005
128,8,22.54583536000,113.91919770000,681701
129,8,22.56455993000,114.24313270000,719095
185,8,22.59289349000,114.12831820000,784160
195,8,22.58323568000,114.11593100000,1084195
252,8,22.70807763000,114.20994450000,1228290
379,8,22.70066274000,114.13067930000,908367
390,8,22.55434867000,114.14420970000,638838
412,8,22.52991899000,113.89339400000,851500
420,8,22.68940797000,114.32940270000,987712
433,8,22.80603833000,113.83944280000,801966
446,8,22.58690043000,114.12994300000,870662
482,8,22.72284588000,113.79853270000,1314686
516,8,22.51236448000,113.91859200000,1026658
