FID_,Capacity,Age,long,lat,Location
1064,1,6,114.12492630000,22.66784704000,263
938,4,4,113.91027120000,22.54288065000,264
294,6,5,113.90683940000,22.54642218000,264
1003,6,6,113.90666340000,22.54529333000,264
563,47,6,113.90652960000,22.54165362000,264
558,1,4,113.88012730000,22.61236295000,265
205,1,4,114.32851220000,22.67135289000,266
1120,1,5,114.32965020000,22.67590370000,266
1752,1,5,114.32949070000,22.67195490000,266
559,1,4,114.12791310000,22.68921886000,267
1135,4,5,114.12571060000,22.68741549000,267
1891,1,4,114.04403010000,22.51042369000,268
827,1,8,114.04312770000,22.50713566000,268
277,3,6,113.92180830000,22.51883796000,269
1265,6,6,113.92293280000,22.51840370000,269
1952,4,8,113.92411690000,22.52188418000,269
1588,4,5,114.12097360000,22.57481572000,270
1639,6,6,114.12512680000,22.57298374000,270
82,4,7,114.12308480000,22.57250135000,270
1348,4,7,114.11906910000,22.57524165000,270
833,9,7,114.12243140000,22.57398444000,270
609,1,7,114.01406470000,22.62626062000,271
879,1,8,114.01662560000,22.62783600000,271
1916,1,7,113.87092780000,22.80842361000,272
1549,1,8,113.79050010000,22.72072576000,273
1229,1,4,114.08182230000,22.57645726000,274
142,3,7,114.07847590000,22.57764206000,274
275,6,6,114.05820170000,22.70814865000,275
835,10,6,114.06041370000,22.70821333000,275
1217,12,6,114.05836230000,22.71146253000,275
622,1,4,113.82251340000,22.71739482000,276
1748,3,4,113.82337610000,22.71220285000,276
1374,4,4,114.08596190000,22.53889373000,277
239,1,6,114.08972270000,22.53869789000,277
1612,1,6,114.08728260000,22.53676348000,277
1059,4,6,114.08378610000,22.54104639000,277
1816,3,7,114.08927940000,22.53895994000,277
1592,1,11,114.08275900000,22.53836200000,277
1473,1,6,114.37315570000,22.73982065000,278
1438,1,7,114.37557400000,22.74511882000,278
1376,1,7,113.93510460000,22.57055094000,279
298,1,5,114.38902360000,22.75600408000,280
1789,1,4,114.12602180000,22.63301435000,281
921,1,6,114.11438590000,22.69911255000,282
1312,1,8,113.90357350000,22.74934921000,283
1923,1,7,114.15180710000,22.61924410000,284
1652,1,7,114.06511310000,22.63560027000,285
1041,1,8,114.03997780000,22.70672768000,286
1152,1,8,114.36486280000,22.70474565000,287
1572,1,6,113.87463040000,22.57015688000,288
616,1,12,113.87288870000,22.56670358000,288
1203,1,4,113.94610990000,22.74568305000,289
1080,1,7,113.82677210000,22.69907369000,290
60,1,11,113.82441750000,22.70227343000,290
1903,1,3,113.89620240000,22.57405691000,291
844,4,6,113.89616780000,22.56844748000,291
475,4,9,113.89680420000,22.56889245000,291
545,1,4,114.06459200000,22.56485170000,292
901,3,5,114.06323130000,22.55937896000,292
488,6,5,114.06056020000,22.56211642000,292
1670,7,5,114.06442250000,22.55868147000,292
136,13,6,114.06600260000,22.55872250000,292
212,1,7,113.90806370000,22.65588346000,293
279,1,6,114.01100270000,22.55403260000,294
880,1,6,114.01368900000,22.55863039000,294
1701,4,4,113.98942510000,22.73620886000,295
1802,3,5,113.99368420000,22.73901310000,295
346,6,5,113.99161660000,22.73642415000,295
1031,1,7,113.98830010000,22.73406689000,295
1293,1,8,114.23849640000,22.76309512000,296
217,1,7,113.77883050000,22.67930859000,297
1488,1,8,114.21130130000,22.64339303000,298
641,4,6,113.99766510000,22.67571164000,299
956,12,6,113.99618910000,22.67300574000,299
53,35,6,113.99842540000,22.67245606000,299
1198,1,5,114.17174130000,22.56394335000,300
1254,4,5,114.16755210000,22.56150367000,300
823,6,5,114.16960860000,22.56326839000,300
379,4,6,114.17319240000,22.56068637000,300
1673,1,2,113.94502040000,22.79503735000,301
526,4,4,113.94670010000,22.79201487000,301
838,1,5,114.03483270000,22.52627190000,302
618,3,5,114.03442950000,22.52438095000,302
1182,3,5,114.03578070000,22.52945650000,302
1151,3,6,114.03143700000,22.52779416000,302
639,1,5,114.04478410000,22.67738457000,303
1411,1,7,114.27740860000,22.72266366000,304
1647,1,9,114.26882220000,22.74994740000,305
1992,1,6,113.90569300000,22.78527296000,306
1204,1,6,113.90536260000,22.78916177000,306
1269,1,5,113.89273510000,22.80211546000,307
650,1,6,114.00126560000,22.72803226000,308
1323,1,7,114.00466620000,22.72671938000,308
235,3,7,113.94436000000,22.77088278000,309
1443,1,8,113.94237290000,22.76877644000,309
929,1,6,114.23531910000,22.60937378000,310
1393,1,8,114.23499400000,22.60603415000,310
1832,1,5,113.98568910000,22.52621558000,311
288,1,5,113.98799720000,22.52735358000,311
1110,1,6,113.98418670000,22.52888897000,311
1275,3,5,114.37329260000,22.69322023000,312
538,1,6,114.36820210000,22.68999139000,312
1344,7,6,114.37047840000,22.69237230000,312
1741,1,3,114.08415870000,22.63955388000,313
301,1,5,114.08334220000,22.64486721000,313
688,1,5,113.85405670000,22.62132675000,314
1237,3,6,114.04319050000,22.55531317000,315
151,7,6,114.04060770000,22.55396988000,315
1640,1,5,114.36839560000,22.75704442000,316
638,1,6,114.37251380000,22.75848858000,316
874,1,6,114.29825520000,22.71040813000,317
343,1,8,114.30285740000,22.70917357000,317
544,1,4,113.82352340000,22.65109646000,318
7,9,5,114.06487850000,22.66256822000,319
1508,3,6,114.06431600000,22.65930162000,319
1240,4,6,114.06430490000,22.66169913000,319
824,1,2,114.39830740000,22.73835999000,320
1644,1,2,114.10616970000,22.60760021000,321
557,16,7,114.10649690000,22.61094789000,321
1604,1,7,113.83521060000,22.77728948000,322
448,1,8,113.83120900000,22.77552666000,322
1318,1,4,113.88850230000,22.74840589000,323
521,1,6,114.09234120000,22.55686737000,324
790,1,9,114.08892410000,22.55593280000,324
224,1,5,113.88567870000,22.54932036000,325
1622,9,5,113.88714950000,22.54821710000,325
93,3,6,113.88945580000,22.55207068000,325
1063,1,5,113.97549260000,22.68904289000,326
222,6,5,113.97644210000,22.69168650000,326
697,6,6,113.97498960000,22.69169669000,326
1235,12,6,113.97529480000,22.69317244000,326
1226,4,4,113.89485060000,22.55553054000,327
1886,3,5,113.89245340000,22.55678709000,327
1407,6,5,113.89558590000,22.55975525000,327
900,4,6,113.89751330000,22.55895035000,327
1892,4,6,113.89592330000,22.55770444000,327
454,3,6,114.05030590000,22.54837350000,328
177,1,12,114.05275400000,22.54581624000,328
1444,4,5,113.80735820000,22.73253642000,329
718,4,6,113.80164360000,22.73433586000,329
79,4,7,113.80507940000,22.73270332000,329
1887,1,8,113.80219430000,22.72996707000,329
1179,1,5,114.38089790000,22.71648088000,330
375,1,8,114.37855770000,22.71566580000,330
393,1,5,114.11859740000,22.69455967000,331
147,4,6,114.11984280000,22.69258345000,331
1068,1,7,114.20719820000,22.67346065000,332
1013,1,5,113.85040620000,22.60458662000,333
281,3,7,113.84621780000,22.60709838000,333
1394,1,4,113.78712580000,22.74874071000,334
702,3,6,114.21476300000,22.67006742000,335
1790,3,6,114.21530840000,22.66403332000,335
1174,10,6,114.21364530000,22.66512428000,335
1908,4,7,114.21445270000,22.66708474000,335
1503,7,5,114.10115950000,22.56392718000,336
1029,4,6,114.10003930000,22.56502572000,336
143,7,6,114.09840150000,22.56730906000,336
1386,7,6,114.09780110000,22.56489616000,336
1821,1,4,114.11349280000,22.53948341000,337
460,4,4,114.11269370000,22.53671292000,337
1988,1,6,114.11027310000,22.53560014000,337
908,4,6,114.11231090000,22.53964444000,337
1829,1,7,114.11617350000,22.53606598000,337
1685,1,6,114.52540900000,22.48126127000,338
891,6,6,114.04934140000,22.52799250000,339
1562,6,6,114.05280110000,22.52839215000,339
264,12,7,114.05263830000,22.52791946000,339
717,1,12,114.04691660000,22.53023611000,339
144,6,4,113.95241260000,22.54056660000,340
1620,1,5,113.94780520000,22.54218381000,340
878,4,7,113.95039230000,22.53759739000,340
492,1,2,113.98378540000,22.68785579000,341
913,1,8,113.98738200000,22.67939800000,341
1509,1,9,113.98626550000,22.68337143000,341
1610,1,7,113.94305370000,22.58455382000,342
586,1,8,113.94095640000,22.58717959000,342
1307,1,6,113.89926320000,22.73667783000,343
20,3,7,113.89992380000,22.73351768000,343
556,18,7,113.89856800000,22.73318991000,343
1818,1,8,113.89607510000,22.73534732000,343
245,12,6,114.22377260000,22.65744553000,344
1366,3,7,114.22667250000,22.66156578000,344
1455,1,5,114.02367590000,22.60839755000,345
1464,1,6,114.02093370000,22.61206549000,345
1654,3,6,114.12429080000,22.59420024000,346
940,1,7,114.12212670000,22.59185801000,346
160,1,2,114.17689580000,22.60025679000,347
240,1,4,114.03061770000,22.68109238000,348
1553,1,9,114.02941470000,22.68676409000,348
1946,1,6,113.91076170000,22.70816067000,349
1,1,7,113.91025970000,22.70883979000,349
111,3,6,114.12032580000,22.55337499000,350
1228,7,6,114.11832600000,22.55613069000,350
1124,3,8,114.12123140000,22.55498285000,350
1085,3,3,114.10832550000,22.54846201000,351
575,3,5,114.10729430000,22.54530759000,351
1454,6,5,114.10736530000,22.54638456000,351
1439,3,6,114.10900270000,22.54405475000,351
125,15,5,114.03054320000,22.56786856000,352
1298,1,8,114.03270870000,22.57168178000,352
920,1,7,114.07706940000,22.58454823000,353
47,3,5,113.93660900000,22.69505631000,354
855,6,5,113.93319440000,22.69939692000,354
1352,6,6,113.93731020000,22.69436325000,354
1091,9,6,113.93739790000,22.69690346000,354
1555,7,7,113.93389310000,22.69271946000,354
360,1,10,114.32672930000,22.78896473000,355
1837,1,6,113.93077820000,22.54961563000,356
889,3,7,113.92826860000,22.54430162000,356
1079,1,5,114.35470670000,22.74041881000,357
1696,6,4,113.90443650000,22.56528958000,358
789,1,5,113.90219150000,22.56688405000,358
185,4,6,113.90465670000,22.56309070000,358
1561,1,7,113.90419610000,22.56993921000,358
736,1,4,113.91795210000,22.64049539000,359
1967,1,8,114.48658190000,22.52547572000,360
459,1,7,114.25195710000,22.69252101000,361
1856,1,6,114.02582220000,22.70119786000,362
23,1,7,114.02307830000,22.69833295000,362
452,1,4,113.80460560000,22.77301208000,363
709,1,6,113.79923310000,22.77343671000,363
376,1,7,114.20659740000,22.65124861000,364
434,4,8,114.02163990000,22.55492223000,365
1842,3,6,114.22472680000,22.55089246000,366
374,15,6,114.22724320000,22.55294807000,366
1336,1,5,114.09806550000,22.60877089000,367
662,1,6,114.09433400000,22.61155495000,367
1869,1,4,114.00248110000,22.53454229000,368
1991,4,4,114.00170180000,22.53844942000,368
17,9,6,114.00020260000,22.53801399000,368
813,4,7,114.00231230000,22.53754663000,368
1339,1,3,114.13191170000,22.61247265000,369
1361,1,5,114.13078950000,22.60795176000,369
1686,10,4,113.83550520000,22.73310871000,370
845,1,7,113.83984950000,22.73391532000,370
1171,1,7,113.79724730000,22.68207025000,371
1468,1,9,114.22767350000,22.69908167000,372
781,1,5,114.29818120000,22.60276444000,373
1513,1,7,114.29735350000,22.59827544000,373
1630,1,6,114.26427980000,22.72773757000,374
870,9,6,114.26808290000,22.72611805000,374
1614,4,7,114.18765720000,22.64171731000,375
561,1,8,114.18741570000,22.63943232000,375
1118,3,4,114.09382390000,22.71533772000,376
201,1,5,114.09655410000,22.71515103000,376
1769,1,9,114.08987610000,22.71716742000,376
163,1,5,114.38425030000,22.74721594000,377
1669,1,5,114.38177900000,22.74317264000,377
737,1,2,114.01251060000,22.66960061000,378
1494,3,5,114.13067930000,22.70066274000,379
720,4,5,114.13201320000,22.70136743000,379
1771,1,3,114.07771500000,22.68210734000,380
228,1,4,114.07602890000,22.68500987000,380
606,1,1,113.98515350000,22.63400409000,381
1420,1,3,114.14686890000,22.61050373000,382
1511,1,4,114.14375290000,22.61199918000,382
1195,1,6,114.14575170000,22.61527207000,382
1137,7,5,114.30778430000,22.77649766000,383
1199,10,6,114.30275390000,22.78175690000,383
276,12,7,114.30559420000,22.78020938000,383
1858,1,4,114.11215490000,22.56746314000,384
1617,1,5,114.10820420000,22.56600147000,384
782,3,5,114.10867860000,22.56881750000,384
1913,6,5,114.10682520000,22.56675256000,384
1101,4,6,114.10531740000,22.56458393000,384
249,6,6,114.10757730000,22.56542913000,384
1730,1,1,113.93100810000,22.75180357000,385
470,7,5,113.88975510000,22.77264868000,386
344,15,5,113.88617370000,22.77852337000,386
665,10,6,113.88595860000,22.77620104000,386
156,9,7,113.88404950000,22.77197845000,386
126,1,12,114.49589430000,22.53713707000,387
1611,1,4,113.96254560000,22.56299590000,388
580,1,4,113.95930000000,22.56649390000,388
691,1,8,113.93488810000,22.80127313000,389
1158,3,6,114.14420970000,22.55434867000,390
704,4,6,114.14153420000,22.55200440000,390
1341,1,9,113.78223540000,22.70703794000,391
358,1,6,113.86298060000,22.63225643000,392
364,1,5,113.93166910000,22.49103627000,393
1340,3,6,113.93041820000,22.49132116000,393
1944,3,6,113.93055490000,22.49393397000,393
1263,1,7,113.93636620000,22.49177761000,393
1934,1,9,113.93452940000,22.48812469000,393
1496,1,3,114.05346580000,22.64360118000,394
220,1,7,114.05823380000,22.64511807000,394
979,1,6,113.92184660000,22.67235182000,395
1302,1,10,113.86804640000,22.60592680000,396
100,1,5,113.90458360000,22.80055712000,397
1017,9,6,113.90226670000,22.80123955000,397
1973,10,7,113.89987350000,22.80048424000,397
1180,7,5,113.80648360000,22.69279451000,398
1857,12,5,113.80588600000,22.69386518000,398
852,7,6,113.80769190000,22.68853372000,398
145,31,6,113.80893780000,22.69358773000,398
1306,7,6,114.11007980000,22.59688819000,399
1993,4,7,114.11127740000,22.60070354000,399
306,3,8,114.11288110000,22.59698631000,399
1678,1,0,113.82757290000,22.76687465000,400
649,1,6,113.83005180000,22.76261666000,400
1109,1,7,114.42491780000,22.63569076000,401
1421,1,7,114.42868450000,22.63870615000,401
1391,1,6,113.87286090000,22.57745346000,402
1680,1,11,113.86862640000,22.57508632000,402
1780,1,4,114.47955440000,22.58711497000,403
95,6,4,113.91423010000,22.54249797000,404
1145,3,5,113.91748050000,22.54253422000,404
945,9,5,113.91545260000,22.54687170000,404
989,4,6,113.91639980000,22.54076930000,404
2000,4,6,113.91325830000,22.54139477000,404
1181,1,4,113.94441440000,22.68440914000,405
124,4,6,113.93976200000,22.68152591000,405
1704,9,6,113.94086640000,22.68395925000,405
696,1,3,113.83650170000,22.61054379000,406
993,13,5,114.34807040000,22.68461142000,407
623,7,6,114.34971350000,22.68200732000,407
1230,1,7,114.35422200000,22.68195218000,407
321,1,7,114.24551480000,22.58682760000,408
1279,1,8,114.24180020000,22.58777730000,408
814,3,4,114.02115540000,22.71756814000,409
73,12,6,114.02247730000,22.71906310000,409
1375,1,7,114.02166290000,22.72252537000,409
214,1,5,114.28351380000,22.69463549000,410
1717,1,6,114.28615320000,22.69785208000,410
818,1,6,114.28394930000,22.69685835000,410
1566,1,4,113.85941290000,22.76057567000,411
540,6,5,113.86253310000,22.76690384000,411
1024,9,5,113.86281790000,22.76397714000,411
1706,10,6,113.86583400000,22.76396890000,411
146,7,7,113.89339400000,22.52991899000,412
1694,7,5,113.91521160000,22.75330155000,413
109,6,6,113.91361980000,22.75392260000,413
1186,15,6,113.91633840000,22.75311265000,413
529,3,7,113.91866370000,22.75398925000,413
287,1,9,113.93274810000,22.60127310000,414
869,1,5,113.91380980000,22.56441558000,415
1731,1,5,113.91424690000,22.56081057000,415
116,3,7,113.91549860000,22.56367232000,415
1062,1,8,113.88014760000,22.49715906000,416
1855,10,6,114.35594610000,22.72906025000,417
13,16,6,114.35407800000,22.73202023000,417
614,16,6,114.35285750000,22.73095144000,417
1449,1,7,113.81308110000,22.78087983000,418
1316,1,12,113.92584420000,22.73630744000,419
1793,1,5,114.32940270000,22.68940797000,420
607,3,6,114.33306330000,22.68766649000,420
1423,3,6,114.33491980000,22.68441780000,420
785,1,5,113.89223040000,22.79108217000,421
1070,1,6,113.89010710000,22.79355579000,421
657,1,5,113.93387040000,22.49890379000,422
1095,1,5,113.93552890000,22.49530704000,422
436,4,5,113.93002320000,22.49609475000,422
193,1,6,113.93592700000,22.50157734000,422
1801,1,4,114.05127360000,22.65620457000,423
973,1,12,114.05208490000,22.65155405000,423
1256,1,10,114.13469340000,22.55978304000,424
333,1,6,113.87417390000,22.81789539000,425
1236,1,4,113.85531010000,22.72310990000,426
1627,1,6,114.15614880000,22.64686208000,427
305,1,6,114.41280620000,22.69650582000,428
862,1,5,113.97224200000,22.67589127000,429
91,22,6,113.97272470000,22.67901419000,429
599,1,2,113.84495860000,22.57688309000,430
175,1,6,113.97222970000,22.61881648000,431
510,4,5,114.25677540000,22.59454000000,432
1185,7,5,114.25175920000,22.59563562000,432
208,7,6,114.25292760000,22.59458343000,432
371,7,5,113.83944280000,22.80603833000,433
769,1,7,113.98877250000,22.66377330000,434
731,9,6,113.92116850000,22.48956803000,435
574,3,7,113.92263970000,22.49101140000,435
1565,9,7,113.92330960000,22.48701859000,435
1659,3,4,114.10248300000,22.54850495000,436
1905,1,5,114.09656570000,22.55358690000,436
1580,4,5,114.09973190000,22.55037986000,436
332,3,6,114.10015850000,22.54767218000,436
821,4,6,114.09843860000,22.55062650000,436
553,10,6,114.30240760000,22.66862423000,437
257,4,7,114.30066690000,22.66744450000,437
184,1,3,113.98531280000,22.56103544000,438
816,1,3,113.98807850000,22.56578367000,438
1524,4,5,113.98780060000,22.55975706000,438
1470,4,6,113.98266630000,22.56202226000,438
1665,3,4,113.82866190000,22.71792127000,439
532,1,5,113.83216540000,22.71637024000,439
732,7,6,113.83044350000,22.72056188000,439
231,1,2,113.99374080000,22.69560480000,440
969,1,0,113.88831700000,22.70280065000,441
150,1,5,114.05059030000,22.50486884000,442
1343,1,7,114.05422780000,22.50812932000,442
1090,1,10,114.05024260000,22.50809644000,442
99,1,3,114.29565730000,22.69534430000,443
1457,1,5,114.29032570000,22.68875427000,443
283,10,5,114.29277600000,22.69000621000,443
615,7,6,114.29383270000,22.69169414000,443
959,9,5,114.30591530000,22.67750201000,444
804,4,7,114.30565560000,22.67776441000,444
32,15,6,113.85640830000,22.58683717000,445
918,19,6,113.85350250000,22.58899355000,445
1104,6,7,113.85411310000,22.58583387000,445
1532,3,6,114.12994300000,22.58690043000,446
1772,1,7,114.12637550000,22.58731768000,446
716,3,7,114.12835570000,22.58528249000,446
915,1,3,114.07069530000,22.69695963000,447
1608,1,7,114.06714310000,22.69392022000,447
941,1,5,114.37326630000,22.72921063000,448
484,1,9,114.37701220000,22.73284122000,448
895,1,5,114.02686880000,22.59775455000,449
1634,1,3,113.91445930000,22.58669471000,450
672,3,5,113.91780140000,22.58933052000,450
502,1,3,114.36136850000,22.71192628000,451
533,1,5,113.90651740000,22.76591498000,452
1977,1,7,113.90228790000,22.76630225000,452
562,1,10,113.79310530000,22.67053428000,453
255,1,3,114.03272640000,22.63754927000,454
1629,1,5,114.02727100000,22.64261418000,454
1245,1,7,114.03062530000,22.64108585000,454
1092,1,2,114.04971830000,22.72134663000,455
1050,1,6,113.91420890000,22.78145630000,456
1713,1,6,114.11329820000,22.57428937000,457
1213,4,6,114.11516610000,22.57749664000,457
1893,7,6,114.11823040000,22.57753854000,457
491,1,6,113.91923660000,22.76820020000,458
890,1,6,113.91551540000,22.77062582000,458
523,1,4,114.04506570000,22.52313116000,459
1175,1,5,114.04519680000,22.51998201000,459
170,4,6,114.04800360000,22.52222931000,459
1294,4,6,114.04533320000,22.52519153000,459
1377,7,6,114.04710870000,22.52528895000,459
1329,1,5,113.88919210000,22.59012776000,460
859,3,7,113.88372850000,22.48154320000,461
728,1,6,113.91276260000,22.50520050000,462
1920,1,7,113.91609890000,22.50866584000,462
1998,1,6,113.95707100000,22.58832707000,463
589,1,7,113.95989520000,22.59175659000,463
291,1,10,113.81844810000,22.73843018000,464
1860,1,5,114.05582700000,22.52545213000,465
942,3,6,114.05783200000,22.52437197000,465
83,9,7,114.05615190000,22.52085777000,465
1596,6,4,113.93654280000,22.76215335000,466
1571,1,4,114.25496720000,22.57753579000,467
548,1,4,114.25215230000,22.57936750000,467
1436,1,5,114.03950110000,22.60753726000,468
12,7,5,114.03842500000,22.60635488000,468
1776,3,6,114.03888800000,22.60976632000,468
675,10,6,114.03721340000,22.60215828000,468
991,13,6,114.03973490000,22.60502010000,468
725,4,5,114.09462580000,22.54159553000,469
195,7,5,114.09751930000,22.54150892000,469
1763,4,6,114.09249040000,22.53984459000,469
75,4,5,113.98065100000,22.70610151000,470
1146,7,5,113.97943510000,22.70356875000,470
949,4,7,113.98346110000,22.70496746000,470
948,6,7,113.97806340000,22.70533032000,470
409,12,6,114.05276240000,22.63151064000,471
1521,1,7,114.04744150000,22.62730432000,471
1902,3,7,114.05103370000,22.62944011000,471
1335,9,7,114.05118730000,22.63203238000,471
458,15,8,114.04934090000,22.62867141000,471
974,1,12,114.28906180000,22.73805887000,472
335,9,6,114.04499310000,22.70374768000,473
700,12,6,114.04307910000,22.70246802000,473
1094,12,7,114.04390880000,22.70144053000,473
1153,3,4,114.16749350000,22.56881687000,474
509,4,5,114.16651080000,22.56985691000,474
1196,6,5,114.16587510000,22.56822887000,474
1846,7,5,114.16663630000,22.56716841000,474
28,6,6,114.16757480000,22.56701620000,474
780,3,7,114.16320000000,22.56587505000,474
1107,1,7,113.83839200000,22.58838925000,475
1599,1,4,114.02099370000,22.53307745000,476
677,1,5,114.01906110000,22.53329182000,476
536,4,6,113.98213440000,22.54958485000,477
1936,1,9,113.98230030000,22.54531866000,477
1450,1,4,114.30515190000,22.73062758000,478
687,1,6,113.94264840000,22.73934999000,479
1657,1,8,113.94568020000,22.73574090000,479
348,1,5,114.24205520000,22.65497428000,480
395,1,8,114.08515910000,22.72977703000,481
331,6,5,113.79853270000,22.72284588000,482
1721,1,7,113.79731680000,22.72289886000,482
570,1,5,114.04913430000,22.73364824000,483
1862,1,2,113.84402450000,22.77613656000,484
965,1,11,113.84054570000,22.77479493000,484
881,1,8,113.77963000000,22.74116414000,485
1428,1,5,113.95397520000,22.70654651000,486
632,1,6,113.95355170000,22.71043548000,486
209,4,6,114.13233600000,22.54514773000,487
1491,1,3,113.87618480000,22.79295095000,488
1531,7,6,113.87767590000,22.79603212000,488
179,13,4,114.27996840000,22.71391601000,489
394,9,5,113.86736050000,22.75687393000,490
904,4,9,113.86684370000,22.75344339000,490
194,10,5,113.81084480000,22.66372012000,491
1200,9,7,113.81295830000,22.66351006000,491
722,9,5,114.35979800000,22.74479107000,492
946,3,5,113.92145640000,22.55194356000,493
352,6,5,113.92552010000,22.55199874000,493
215,1,8,113.92055790000,22.55012066000,493
566,1,4,113.85449790000,22.79091959000,494
1282,10,6,113.85337920000,22.79331007000,494
934,4,7,113.85471770000,22.78724817000,494
1465,6,5,114.22106040000,22.70565195000,495
744,12,7,114.21881270000,22.70647369000,495
528,1,7,113.83830810000,22.81741923000,496
506,1,4,114.52293260000,22.65319931000,497
1000,1,4,114.10923810000,22.55806886000,498
849,4,5,114.11494110000,22.55617348000,498
1625,3,7,114.11413170000,22.55768665000,498
1623,1,3,113.88787110000,22.75671810000,499
418,1,4,113.89243790000,22.75471606000,499
777,1,6,113.83913010000,22.69594730000,500
1864,4,5,114.09949880000,22.70120735000,501
522,1,6,114.09695440000,22.70019504000,501
1683,3,7,114.09605550000,22.70231735000,501
1370,3,4,113.85537030000,22.78458004000,502
1517,4,5,113.85819490000,22.78112730000,502
1684,4,6,113.85843210000,22.78594103000,502
104,4,7,113.85596880000,22.78292049000,502
924,4,7,113.85770260000,22.78463443000,502
868,1,8,113.91866950000,22.66249030000,503
355,1,7,114.27066090000,22.69643868000,504
1193,1,9,114.11619100000,22.66686081000,505
417,1,6,113.96442450000,22.53364804000,506
579,1,4,114.11163170000,22.71088623000,507
1163,1,8,113.94511370000,22.52123953000,508
1155,1,5,113.93655880000,22.55688771000,509
158,1,8,113.93954110000,22.55900617000,509
910,1,4,114.47339860000,22.55212083000,510
1358,1,5,113.97215740000,22.73531601000,511
1698,1,7,113.93704250000,22.53714623000,512
541,7,5,114.09576790000,22.56965336000,513
1712,4,6,114.09833120000,22.57080970000,513
911,3,8,114.10064150000,22.57159727000,513
1038,1,10,114.06769190000,22.67689567000,514
779,10,4,114.15840630000,22.56203742000,515
203,6,6,114.16017600000,22.56290864000,515
10,1,4,113.91859200000,22.51236448000,516
1539,6,4,113.91901280000,22.51321805000,516
1545,3,6,114.10919960000,22.58050961000,517
107,9,6,114.11081900000,22.58087471000,517
1051,9,6,114.11340990000,22.58262354000,517
791,6,7,114.11405200000,22.58111726000,517
605,1,7,114.13045230000,22.70820346000,518
1900,1,7,114.13214080000,22.71155094000,518
715,1,5,114.24196310000,22.73399160000,519
914,1,6,113.82454790000,22.63921669000,520
1147,1,5,114.07630450000,22.55344285000,521
244,1,7,114.04014480000,22.56528493000,522
1242,1,4,113.93170050000,22.61088634000,523
937,3,4,113.93661700000,22.52098472000,524
1507,1,3,114.04121300000,22.59655700000,525
328,1,4,114.04397660000,22.59658907000,525
1295,1,6,114.05594600000,22.67616114000,526
112,38,6,114.05883350000,22.67214750000,526
342,1,7,114.09991560000,22.65012515000,527
330,1,5,114.01472880000,22.67646163000,528
1927,1,6,114.25671550000,22.71858552000,529
866,3,5,114.12985990000,22.57173101000,530
645,7,6,114.12765730000,22.56922832000,530
1676,1,17,114.00749930000,22.58507887000,531
981,1,5,113.84964570000,22.75600839000,532
1877,1,3,114.51160990000,22.54292441000,533
1434,1,6,113.91090490000,22.73773833000,534
1100,1,7,113.99524550000,22.53336330000,535
654,4,7,113.99238370000,22.53432495000,535
1914,1,10,113.99431700000,22.53061626000,535
1133,1,5,113.78514650000,22.68897935000,536
1371,1,3,113.97058890000,22.54983022000,537
1976,1,6,113.94635990000,22.58306622000,538
427,7,6,113.94762290000,22.58294055000,538
1831,1,6,113.90896540000,22.72680160000,539
227,1,4,114.30791170000,22.68971649000,540
1249,1,12,114.40544040000,22.76453241000,541
1739,1,5,114.00696260000,22.53846962000,542
432,4,6,114.00653490000,22.53508309000,542
247,3,7,114.00797310000,22.53878260000,542
916,1,4,114.27411710000,22.72922143000,543
1251,9,5,114.27169910000,22.73238696000,543
233,7,6,114.27124050000,22.72947524000,543
103,3,4,113.92341220000,22.52390294000,544
1479,3,4,113.92334800000,22.52748287000,544
270,4,6,113.91881090000,22.52865771000,544
1493,6,6,113.92034050000,22.52584429000,544
590,7,6,113.91874720000,22.52439096000,544
1234,1,4,114.32075120000,22.76124526000,545
403,1,5,114.32275100000,22.76383662000,545
98,1,8,114.24822740000,22.72613882000,546
369,1,7,113.82069710000,22.75419266000,547
1485,1,5,113.84097040000,22.62437861000,548
46,3,5,113.84260660000,22.62473042000,548
1975,1,6,113.83907530000,22.62742872000,548
1965,3,5,114.31996580000,22.72416385000,549
223,1,8,114.32024220000,22.72687356000,549
1578,1,1,113.89975260000,22.54463128000,550
1796,1,5,113.89840320000,22.53934173000,550
329,1,4,114.30952220000,22.67753944000,551
909,6,4,114.31095080000,22.68307151000,551
685,3,6,114.31268960000,22.67781950000,551
1184,1,5,113.86786440000,22.80466662000,552
923,1,7,113.86546550000,22.80767375000,552
1568,3,8,113.86368820000,22.80287524000,552
1827,1,6,114.24690770000,22.56876552000,553
26,15,6,114.24544790000,22.56920854000,553
1309,1,8,114.24841030000,22.57150010000,553
1547,9,6,113.96342080000,22.70353264000,554
1012,1,7,113.95973420000,22.70580658000,554
96,7,7,113.96275320000,22.70352140000,554
299,3,7,113.99781610000,22.59332402000,555
1584,1,15,114.03012390000,22.63180182000,556
617,1,7,114.49817040000,22.56843849000,557
1868,1,3,113.92569550000,22.68654991000,558
1304,1,7,113.92383740000,22.68984642000,558
683,1,8,113.92792670000,22.68945324000,558
565,1,2,113.95137330000,22.55799873000,559
749,1,6,113.90902280000,22.51559960000,560
860,13,5,114.02543990000,22.71858525000,561
1997,15,5,114.02635200000,22.71819194000,561
943,1,6,114.02590820000,22.71372233000,561
1587,4,6,114.02608990000,22.71249218000,561
334,16,6,114.02457000000,22.71586032000,561
