PID,Yearly_electricity,Certainty,District
9909, 3803.6494545454543, 0.4, 8
21113, 2097.6700000000005, 0.4, 4
570, 3745.198181818182, 0.4, 4
5168, 2604.0577000000008, 0.2, 3
8962, 2103.6700000000005, 0.2, 11
17876, 2729.0629000000004, 0.4, 9
348, 2791.5418000000004, 0.2, 3
15811, 2761.8317200000006, 0.2, 3
7599, 2649.5568000000007, 0.4, 4
7470, 2642.922900000001, 0.2, 10
10697, 2628.5824750000006, 0, 13
14884, 3323.074, 0.2, 12
16021, 2322.9856000000004, 0, 2
3363, 2109.6700000000005, 0.2, 15
83, 3745.198181818182, 0, 3
5981, 2713.4426000000008, 0.4, 12
17563, 2655.9928750000004, 0.2, 9
17078, 2309.9248000000002, 0, 4
6861, 2713.4426000000008, 0.2, 9
10632, 3612.9312727272727, 0, 3
15971, 2794.523600000001, 0.4, 11
10460, 2828.4731500000003, 0, 5
3654, 4206.323818181819, 0.4, 13
5221, 2649.5568000000007, 0.6, 11
13597, 2103.6700000000005, 0.2, 6
17419, 2103.6700000000005, 0.2, 11
14699, 2679.6860000000006, 0.6, 16
7596, 2729.0629000000004, 0.6, 8
5759, 2649.5568000000007, 0.2, 11
21259, 2649.5568000000007, 0.4, 6
10417, 2770.4072, 0, 4
1584, 2511.6004000000007, 0, 3
2886, 2244.1300750000005, 0.4, 15
9889, 4137.096363636364, 0, 4
946, 2837.6156000000005, 0.4, 3
13477, 2644.4277000000006, 0.2, 3
12454, 2581.6389250000007, 0.4, 4
18925, 2679.6860000000006, 0, 10
19642, 2103.6700000000005, 0, 8
11550, 2718.117100000001, 0.2, 9
7546, 2729.0629000000004, 0.4, 15
8451, 2109.6700000000005, 0.6, 10
5821, 2713.4426000000008, 0.4, 9
11251, 2843.9131, 0.4, 13
4242, 3918.3374909090917, 0.4, 6
136, 2109.6700000000005, 0, 11
12820, 2718.117100000001, 0, 12
16384, 2103.6700000000005, 0.2, 14
14744, 3252.834727272728, 0, 4
20894, 2662.922900000001, 0.2, 14
10874, 2321.8516000000004, 0, 12
2540, 2242.4857750000006, 0.4, 6
20482, 2103.6700000000005, 0, 4
4668, 2103.6700000000005, 0, 4
13344, 2662.922900000001, 0, 4
14314, 3810.7349090909097, 0.6, 10
2973, 2718.8185000000008, 0.4, 5
17022, 2103.6700000000005, 0, 9
15762, 3745.198181818182, 0.4, 3
6854, 2729.0629000000004, 0.2, 9
16406, 2713.4426000000008, 0.4, 11
17240, 2247.343075, 0, 3
13552, 2103.6700000000005, 0.4, 9
10621, 3096.7967272727274, 0.6, 4
17473, 2121.6700000000005, 0, 13
5670, 2649.5568000000007, 0.4, 6
1491, 2483.9100000000003, 0.4, 3
11391, 2121.6700000000005, 0.2, 9
7386, 2704.7467, 0.6, 9
12462, 2581.6389250000007, 0, 3
1984, 2652.199040000001, 0.2, 4
1720, 2670.3668000000002, 0.6, 3
6471, 2713.4426000000008, 0.2, 4
11058, 3098.5585454545453, 0.2, 8
7309, 2649.5568000000007, 0.2, 3
20021, 2103.6700000000005, 0, 10
8088, 2109.6700000000005, 0, 12
21160, 2720.519500000001, 0.2, 3
11007, 2109.6700000000005, 0.2, 12
13464, 2662.922900000001, 0.4, 11
12570, 2718.117100000001, 0, 3
13932, 3212.943863636364, 0.2, 3
13401, 2662.922900000001, 0, 3
4572, 3745.198181818182, 0.2, 12
18008, 2632.6345000000006, 0.4, 3
9357, 2791.5418000000004, 0.4, 3
3931, 3239.339090909091, 0.2, 4
20732, 2662.922900000001, 0.2, 10
12898, 2729.0629000000004, 0.4, 9
9943, 3254.456727272728, 0, 10
14571, 2261.3971750000005, 0.4, 12
1343, 2918.0840909090916, 0.2, 8
16511, 2103.6700000000005, 0, 9
16875, 2103.6700000000005, 0.6, 3
20613, 2109.6700000000005, 0.2, 7
14194, 2920.6425454545456, 0.6, 7
1595, 3754.289090909091, 0, 3
5776, 2654.690400000001, 0.2, 6
16707, 2755.5896000000007, 0.6, 11
3429, 2566.1658250000005, 0.6, 9
18225, 2103.6700000000005, 0.4, 12
7514, 2729.0629000000004, 0, 10
7247, 2713.4426000000008, 0, 14
7568, 2729.0629000000004, 0, 8
12204, 2718.117100000001, 0, 4
20729, 2662.922900000001, 0, 4
19306, 2264.478625, 0.4, 16
12804, 2718.117100000001, 0.4, 10
9004, 2649.5568000000007, 0, 12
11348, 2649.5568000000007, 0, 9
10952, 3901.448363636364, 0, 12
15743, 2103.6700000000005, 0.6, 3
6671, 2713.4426000000008, 0.2, 8
6730, 2729.0629000000004, 0.4, 8
13480, 2662.922900000001, 0.4, 9
5224, 2649.5568000000007, 0.2, 11
538, 2319.741200000001, 0.2, 11
20716, 2723.166100000001, 0.4, 9
16524, 2103.6700000000005, 0.4, 14
8774, 2694.6919000000003, 0.4, 9
16517, 2103.6700000000005, 0.4, 6
6497, 2713.4426000000008, 0.2, 4
3338, 2649.5568000000007, 0, 11
12594, 2581.6389250000007, 0.4, 3
12844, 2718.117100000001, 0.2, 9
13281, 2794.523600000001, 0.4, 12
5744, 2649.5568000000007, 0.4, 12
3865, 3239.339090909091, 0, 2
568, 3745.198181818182, 0.4, 15
801, 2694.6919000000003, 0.4, 3
5476, 2649.5568000000007, 0, 6
18386, 3764.5958181818182, 0.4, 3
3, 2794.523600000001, 0.4, 11
19826, 2264.478625, 0.6, 9
9776, 2725.6609000000003, 0.2, 9
4647, 2309.9248000000002, 0.4, 6
3184, 2796.82375, 0.4, 9
17633, 3671.080556818182, 0.2, 2
3907, 3900.6010363636365, 0.4, 3
2970, 2691.2899, 0.2, 5
18801, 3750.9878181818185, 0.4, 11
9304, 2109.6700000000005, 0.4, 12
17721, 2103.6700000000005, 0, 9
16863, 2103.6700000000005, 0.2, 12
6305, 2713.4426000000008, 0.4, 14
19790, 2264.478625, 0.6, 14
13279, 2979.622909090909, 0.2, 6
4197, 3918.3374909090917, 0, 9
12322, 2718.117100000001, 0.4, 11
21252, 4580.007272727273, 0.4, 11
10081, 2866.2748000000006, 0.2, 3
744, 2704.7467, 0.4, 14
65, 2649.5568000000007, 0.2, 11
17469, 3763.38, 0, 13
11372, 2755.5896000000007, 0, 3
18201, 3431.848081818182, 0, 7
20362, 2755.5896000000007, 0.2, 4
8478, 2109.6700000000005, 0.6, 12
13395, 2644.4277000000006, 0.4, 11
17968, 2103.6700000000005, 0.6, 8
13200, 2723.3929000000003, 0.4, 3
5703, 2649.5568000000007, 0, 5
13282, 2723.3929000000003, 0, 12
12350, 2581.6389250000007, 0, 3
11352, 2649.5568000000007, 0, 9
5955, 2713.4426000000008, 0.6, 6
12202, 2581.6389250000007, 0, 15
17301, 2103.6700000000005, 0.2, 8
21146, 2121.6700000000005, 0.4, 7
5381, 3745.198181818182, 0.6, 15
17459, 3763.38, 0.4, 4
20805, 2644.4277000000006, 0, 1
12066, 2581.6389250000007, 0, 3
6093, 2713.4426000000008, 0.2, 12
15537, 3295.1020000000003, 0.6, 9
4537, 2837.6156000000005, 0.4, 9
13452, 2662.922900000001, 0.4, 12
7906, 2961.6040000000003, 0.4, 11
4178, 3371.120672727273, 0.4, 11
6850, 2729.0629000000004, 0.2, 9
17752, 2103.6700000000005, 0, 11
6631, 2713.4426000000008, 0, 3
20029, 2103.6700000000005, 0.2, 4
3758, 2103.6700000000005, 0, 9
673, 3745.198181818182, 0.6, 11
1933, 2622.1348000000003, 0.2, 1
8992, 2649.5568000000007, 0, 9
8016, 2103.6700000000005, 0.2, 9
6155, 2713.4426000000008, 0, 7
12164, 2581.6389250000007, 0.4, 3
5030, 3600.148000000001, 0.2, 8
13533, 2662.922900000001, 0.4, 9
12826, 2743.7017, 0.2, 4
212, 2564.1844375000005, 0.4, 2
12652, 2718.117100000001, 0, 13
16755, 2755.5896000000007, 0, 7
13701, 2103.6700000000005, 0, 8
6097, 2713.4426000000008, 0, 12
13682, 2103.6700000000005, 0.4, 3
4609, 2309.9248000000002, 0.2, 6
2325, 2794.523600000001, 0.4, 8
20897, 2662.922900000001, 0.4, 9
19620, 3669.7902954545457, 0.4, 4
17465, 2655.9928750000004, 0.2, 6
6615, 2713.4426000000008, 0.4, 12
17706, 2103.6700000000005, 0.2, 8
12582, 2718.117100000001, 0, 8
12293, 4008.837386363637, 0.4, 12
18629, 2103.6700000000005, 0, 6
3816, 3552.154418181818, 0.4, 1
20972, 3295.1020000000003, 0.4, 9
17885, 2103.6700000000005, 0.6, 8
8702, 2694.6919000000003, 0.2, 6
20853, 2644.4277000000006, 0.2, 9
1571, 2511.6004000000007, 0.2, 3
20883, 2644.4277000000006, 0, 11
21285, 2649.5568000000007, 0, 3
12696, 2718.117100000001, 0.4, 11
8125, 2961.6040000000003, 0, 4
5762, 2649.5568000000007, 0.4, 8
15760, 3745.198181818182, 0.6, 9
5548, 2654.690400000001, 0.4, 14
5471, 2649.5568000000007, 0, 5
10807, 2628.5824750000006, 0.4, 15
615, 3596.8490909090915, 0, 6
11706, 2718.117100000001, 0.6, 11
4586, 2794.523600000001, 0.4, 12
1164, 2649.5568000000007, 0, 11
7033, 2713.4426000000008, 0.2, 4
19955, 2264.478625, 0, 12
21131, 2121.6700000000005, 0, 11
14089, 3540.4120000000007, 0.2, 6
19695, 2103.6700000000005, 0, 4
5663, 2649.5568000000007, 0, 11
3050, 2729.0629000000004, 0.4, 4
13546, 2330.7216000000003, 0.2, 3
5625, 2649.5568000000007, 0.2, 11
17088, 2103.6700000000005, 0.4, 12
5200, 3165.8820000000005, 0.4, 2
11286, 3732.476727272727, 0.4, 3
17044, 2121.6700000000005, 0.4, 8
9861, 3763.9072727272737, 0.2, 3
19921, 2604.0577000000008, 0.4, 3
16578, 2755.5896000000007, 0.4, 12
12320, 2642.922900000001, 0.4, 9
9897, 2725.6609000000003, 0.4, 4
13647, 2103.6700000000005, 0.4, 8
14496, 2241.5341600000006, 0.6, 7
9539, 2681.3296000000005, 0.2, 3
20784, 2662.922900000001, 0.4, 9
13153, 2794.523600000001, 0, 11
8504, 2694.6919000000003, 0.2, 8
2390, 2103.6700000000005, 0.2, 15
5419, 2654.690400000001, 0, 3
7943, 2704.7467, 0.6, 11
16964, 2133.6700000000005, 0, 6
10065, 2866.2748000000006, 0.4, 8
17371, 2649.5568000000007, 0, 4
19885, 2103.6700000000005, 0.4, 11
16968, 2103.6700000000005, 0.2, 4
13044, 2718.117100000001, 0, 6
7198, 2729.0629000000004, 0, 10
697, 2837.6156000000005, 0, 11
12952, 2718.117100000001, 0, 12
1542, 2484.898675000001, 0.4, 2
13775, 2870.991830000001, 0, 11
20696, 2734.4216, 0, 9
20878, 2644.4277000000006, 0, 11
3412, 2755.5896000000007, 0, 3
21098, 2121.6700000000005, 0.4, 15
7447, 2649.5568000000007, 0.4, 9
5408, 2649.5568000000007, 0.4, 8
11336, 2649.5568000000007, 0, 11
16235, 2246.6107000000006, 0.2, 12
15295, 2566.1658250000005, 0.4, 6
9688, 2723.166100000001, 0, 6
8968, 2654.690400000001, 0, 5
12512, 2718.117100000001, 0.4, 3
3651, 2103.6700000000005, 0.4, 13
16896, 2103.6700000000005, 0.4, 9
6469, 2713.4426000000008, 0, 15
6795, 2713.4426000000008, 0.2, 12
51, 3068.7421818181824, 0.6, 14
1851, 2322.9856000000004, 0, 1
13408, 2662.922900000001, 0.4, 12
15466, 2103.6700000000005, 0.4, 12
17376, 2713.4426000000008, 0.2, 12
19647, 2794.523600000001, 0.4, 5
1662, 3745.198181818182, 0, 15
6790, 2729.0629000000004, 0.6, 7
9046, 2576.3587375, 0.2, 6
4201, 3543.997818181819, 0, 9
5804, 2729.0629000000004, 0.6, 4
17336, 2103.6700000000005, 0.2, 3
20456, 2103.6700000000005, 0.4, 3
20316, 2103.6700000000005, 0.4, 4
6063, 2713.4426000000008, 0.4, 11
13319, 2794.523600000001, 0, 16
16504, 2103.6700000000005, 0.4, 12
4664, 2103.6700000000005, 0.6, 12
12824, 2581.6389250000007, 0, 4
13523, 2662.922900000001, 0.4, 12
10286, 2545.0217875000003, 0.2, 12
17032, 2109.6700000000005, 0.2, 10
1517, 2483.9100000000003, 0.2, 9
9498, 2694.6919000000003, 0.2, 9
1969, 2661.1546000000003, 0.4, 4
5268, 2649.5568000000007, 0.4, 11
7528, 2729.0629000000004, 0.4, 9
6404, 2729.0629000000004, 0.4, 11
13469, 2662.922900000001, 0, 8
13525, 2662.922900000001, 0, 9
416, 3745.198181818182, 0.2, 4
2670, 2652.1291000000006, 0.2, 15
8375, 2694.6919000000003, 0, 10
20020, 2103.6700000000005, 0, 12
17869, 2713.4426000000008, 0, 4
15699, 2103.6700000000005, 0.4, 4
20315, 2755.5896000000007, 0, 9
3421, 2566.1658250000005, 0.2, 9
13447, 2662.922900000001, 0.4, 5
9384, 2694.6919000000003, 0.2, 4
468, 2239.6651750000005, 0, 11
16145, 2275.4823600000004, 0.2, 8
16161, 2761.8317200000006, 0.2, 3
16641, 2755.5896000000007, 0.2, 3
15198, 3289.5580000000004, 0.4, 4
13383, 2644.4277000000006, 0.2, 4
18041, 2636.305750000001, 0.4, 12
756, 2729.0629000000004, 0.6, 3
9432, 2694.6919000000003, 0.4, 6
4286, 3239.339090909091, 0, 3
3353, 2566.1658250000005, 0.6, 11
5639, 2649.5568000000007, 0.6, 7
16742, 2755.5896000000007, 0, 6
16797, 2103.6700000000005, 0.4, 13
4930, 3621.288363636364, 0.2, 12
2351, 2794.523600000001, 0.4, 15
16758, 2681.3296000000005, 0.4, 7
3766, 3552.154418181818, 0.2, 2
10724, 2592.1446250000004, 0.2, 3
17318, 2103.6700000000005, 0.4, 9
495, 2321.8516000000004, 0.2, 4
19730, 2103.6700000000005, 0.2, 11
20037, 2103.6700000000005, 0.4, 12
13363, 2644.4277000000006, 0, 6
15912, 2761.8317200000006, 0.4, 6
1577, 3068.7421818181824, 0.4, 3
20044, 2581.6389250000007, 0.2, 4
5803, 2713.4426000000008, 0.4, 4
18716, 3851.553, 0.4, 3
19753, 2103.6700000000005, 0.6, 13
11742, 2718.117100000001, 0.4, 9
13364, 2662.922900000001, 0.4, 11
6270, 2729.0629000000004, 0.6, 3
10691, 2636.305750000001, 0.2, 11
3634, 2713.4426000000008, 0.2, 1
2230, 2340.643600000001, 0, 3
17583, 3763.38, 0.2, 7
15726, 2103.6700000000005, 0.4, 10
13394, 2662.922900000001, 0.4, 4
5279, 2654.690400000001, 0, 3
7066, 2729.0629000000004, 0.4, 8
15835, 2761.8317200000006, 0, 9
17390, 2649.5568000000007, 0.2, 5
3626, 2713.4426000000008, 0, 3
8429, 2694.6919000000003, 0.4, 12
1582, 2511.6004000000007, 0, 16
2696, 2694.6919000000003, 0, 1
16132, 2761.8317200000006, 0.4, 10
12860, 2743.7017, 0, 6
13137, 2794.523600000001, 0, 3
652, 3745.198181818182, 0.6, 11
1688, 2242.4857750000006, 0.4, 2
15751, 2103.6700000000005, 0.2, 5
7920, 2566.1658250000005, 0.2, 10
2425, 2761.8317200000006, 0.2, 6
12305, 4580.007272727273, 0.2, 4
1450, 2674.989400000001, 0, 4
13982, 3732.476727272727, 0.4, 14
9400, 2542.4702875000007, 0, 4
12080, 2694.6919000000003, 0.4, 10
7762, 2597.8225000000007, 0.2, 9
11344, 2649.5568000000007, 0.4, 10
20149, 2649.5568000000007, 0.6, 1
3992, 3128.918545454546, 0.2, 11
4641, 2103.6700000000005, 0.4, 9
10617, 3763.9072727272737, 0.6, 5
19563, 3764.5958181818182, 0, 8
5681, 2649.5568000000007, 0, 9
20637, 4415.577272727273, 0.4, 3
82, 2918.0840909090916, 0.6, 3
12686, 2694.6919000000003, 0.6, 12
19939, 2244.1300750000005, 0.4, 4
398, 2918.0840909090916, 0, 13
17308, 2103.6700000000005, 0.2, 3
20347, 2887.241090909091, 0, 12
15599, 3398.967818181819, 0.2, 6
77, 3745.198181818182, 0.4, 11
5287, 2649.5568000000007, 0, 8
3164, 2248.1935750000007, 0, 5
3197, 2248.1935750000007, 0.4, 11
17397, 2649.5568000000007, 0, 12
11772, 3493.671636363637, 0.4, 14
16872, 2103.6700000000005, 0, 10
18792, 3862.2916363636364, 0.2, 9
1447, 2887.241090909091, 0.4, 8
11359, 2654.690400000001, 0, 3
20837, 2662.922900000001, 0.2, 12
11836, 2743.7017, 0.6, 5
16495, 2103.6700000000005, 0.4, 9
15800, 2275.4823600000004, 0.2, 6
5505, 2649.5568000000007, 0.4, 14
6582, 2720.519500000001, 0.4, 6
13271, 3214.997272727273, 0.2, 15
19530, 3431.848081818182, 0, 9
3026, 2242.4857750000006, 0.4, 2
20699, 2755.5896000000007, 0.2, 2
15727, 2103.6700000000005, 0.4, 11
5972, 2729.0629000000004, 0.4, 8
18240, 3862.2916363636364, 0.2, 4
9097, 2109.6700000000005, 0.2, 3
8496, 2103.6700000000005, 0, 3
8991, 2654.690400000001, 0.2, 6
7553, 2713.4426000000008, 0.4, 6
3095, 2704.7467, 0.6, 4
11195, 2679.6860000000006, 0.4, 10
2328, 2103.6700000000005, 0.4, 4
20317, 2713.4426000000008, 0.4, 9
1553, 2524.6494000000007, 0.4, 3
11846, 2718.117100000001, 0.4, 14
5255, 2649.5568000000007, 0.4, 12
3616, 2755.5896000000007, 0, 8
18407, 3460.694672727273, 0.2, 12
7587, 2702.5660000000003, 0.2, 3
18258, 3764.5958181818182, 0.2, 12
1976, 2658.528640000001, 0.2, 8
436, 2239.6651750000005, 0.2, 3
509, 3745.198181818182, 0.6, 8
20838, 2662.922900000001, 0.4, 9
3509, 2103.6700000000005, 0, 9
5770, 2649.5568000000007, 0, 3
14772, 2770.4072, 0.4, 3
3639, 2566.1658250000005, 0, 8
8652, 2109.6700000000005, 0.2, 3
19813, 2244.1300750000005, 0.4, 12
8588, 2694.6919000000003, 0, 3
17622, 2729.0629000000004, 0.2, 3
9156, 2694.6919000000003, 0.2, 11
3553, 2566.1658250000005, 0, 11
5567, 2649.5568000000007, 0.4, 8
20115, 2679.6860000000006, 0.2, 9
16785, 2103.6700000000005, 0.2, 3
17529, 3754.289090909091, 0, 4
11940, 2729.0629000000004, 0.6, 11
6892, 2729.0629000000004, 0.4, 8
4232, 3371.120672727273, 0.2, 15
6201, 2713.4426000000008, 0.2, 8
16632, 2755.5896000000007, 0.4, 13
11325, 3071.2531818181824, 0.4, 3
19668, 2103.6700000000005, 0, 8
17381, 2649.5568000000007, 0.2, 5
4610, 2103.6700000000005, 0, 8
7107, 2702.5660000000003, 0, 3
8577, 2109.6700000000005, 0.4, 13
4042, 3918.3374909090917, 0, 3
19322, 3550.608054545455, 0.4, 2
6311, 2681.3296000000005, 0, 15
20588, 2755.5896000000007, 0.6, 11
9316, 2109.6700000000005, 0.6, 3
665, 3745.198181818182, 0.4, 6
5388, 3763.38, 0.4, 3
6736, 2718.117100000001, 0, 3
19706, 2103.6700000000005, 0, 11
12496, 2581.6389250000007, 0.4, 5
34, 2649.5568000000007, 0.4, 7
1011, 2718.117100000001, 0.2, 8
1648, 2121.6700000000005, 0.4, 15
5379, 3745.198181818182, 0.2, 3
6224, 2729.0629000000004, 0.2, 15
13276, 2723.3929000000003, 0.4, 5
8025, 2109.6700000000005, 0.2, 15
3543, 2566.1658250000005, 0, 14
19761, 2103.6700000000005, 0.4, 8
10670, 2321.8516000000004, 0.2, 4
7670, 2694.6919000000003, 0.2, 5
5939, 2713.4426000000008, 0.4, 6
7574, 2729.0629000000004, 0, 6
20472, 2103.6700000000005, 0, 10
7354, 2704.7467, 0, 3
13007, 2933.5804545454553, 0.4, 12
3739, 2103.6700000000005, 0, 4
7182, 2729.0629000000004, 0, 4
15235, 2109.6700000000005, 0.4, 3
6494, 2729.0629000000004, 0.4, 4
4060, 3552.154418181818, 0.2, 4
1798, 2681.3296000000005, 0.4, 15
13686, 2330.7216000000003, 0.4, 15
6000, 2729.0629000000004, 0.2, 3
19166, 2103.6700000000005, 0.2, 12
2855, 2694.6919000000003, 0, 3
13391, 2662.922900000001, 0.2, 10
13193, 2794.523600000001, 0, 3
3755, 2103.6700000000005, 0.4, 12
9391, 2564.1844375000005, 0.4, 3
2159, 2658.528640000001, 0.4, 3
13179, 2794.523600000001, 0.2, 12
12636, 2718.117100000001, 0.4, 11
3105, 2652.1291000000006, 0.6, 1
4796, 4945.31975, 0.4, 15
11630, 2581.6389250000007, 0.2, 9
19755, 2103.6700000000005, 0, 13
16419, 2729.0629000000004, 0, 9
1290, 2670.3668000000002, 0.2, 15
19820, 2264.478625, 0.4, 7
19633, 2841.187700000001, 0, 4
557, 3745.198181818182, 0.2, 4
15510, 3752.7792727272736, 0, 11
14122, 3810.7349090909097, 0, 4
5466, 2649.5568000000007, 0.4, 3
18810, 3266.0910909090912, 0.4, 6
3985, 3543.997818181819, 0.2, 9
20559, 2109.6700000000005, 0, 3
2685, 2718.9697, 0, 2
19630, 2622.0568375000007, 0.4, 4
17450, 2642.922900000001, 0, 12
17979, 2628.5824750000006, 0.2, 3
7834, 2576.9165500000004, 0, 6
17131, 2103.6700000000005, 0.2, 12
13471, 2662.922900000001, 0.2, 9
14372, 3745.198181818182, 0.2, 12
17722, 2103.6700000000005, 0.2, 4
14108, 3564.1390909090915, 0.4, 1
975, 2694.6919000000003, 0.2, 11
20341, 2755.5896000000007, 0.2, 9
1563, 2483.9100000000003, 0.4, 16
5813, 2713.4426000000008, 0, 16
20798, 2662.922900000001, 0.2, 9
21267, 2649.5568000000007, 0.4, 9
16217, 2246.6107000000006, 0, 11
4978, 3802.728363636364, 0.2, 3
20813, 2662.922900000001, 0.4, 4
2434, 3745.198181818182, 0.6, 3
6472, 2729.0629000000004, 0.4, 11
8542, 3321.0274545454545, 0.4, 14
13197, 2794.523600000001, 0.2, 3
18181, 3271.810000000001, 0.4, 4
13693, 2330.7216000000003, 0.2, 3
5246, 2649.5568000000007, 0, 3
13921, 2103.6700000000005, 0, 9
13572, 2330.7216000000003, 0, 6
1523, 2483.9100000000003, 0.6, 3
19915, 2103.6700000000005, 0.4, 9
13377, 2662.922900000001, 0.4, 3
7583, 2755.5896000000007, 0.4, 12
8917, 2597.8225000000007, 0, 7
10834, 2321.8516000000004, 0, 7
21475, 2103.6700000000005, 0.2, 12
552, 3745.198181818182, 0.4, 5
13753, 3259.3220909090915, 0.6, 12
16510, 2309.9248000000002, 0, 11
20804, 2662.922900000001, 0.4, 12
681, 2694.6919000000003, 0, 3
16859, 2103.6700000000005, 0, 12
7011, 2713.4426000000008, 0, 9
6856, 2743.7017, 0.2, 3
10, 2918.0840909090916, 0, 6
6101, 2713.4426000000008, 0, 4
5518, 2649.5568000000007, 0, 9
249, 2103.6700000000005, 0.6, 12
5534, 2649.5568000000007, 0.6, 8
9893, 2866.2748000000006, 0.4, 4
15830, 2275.4823600000004, 0.2, 8
14830, 2622.0568375000007, 0, 3
832, 3395.4283636363643, 0.4, 11
2076, 2761.8317200000006, 0.2, 4
5247, 2649.5568000000007, 0.2, 14
17604, 2729.0629000000004, 0.4, 11
16529, 2309.9248000000002, 0.4, 1
16015, 2761.8317200000006, 0.6, 15
15042, 3414.503636363637, 0, 6
8005, 3412.935590909091, 0.6, 3
8410, 2576.9165500000004, 0, 9
13897, 3257.0336363636366, 0.2, 10
17809, 2649.5568000000007, 0.6, 4
20602, 2103.6700000000005, 0.6, 6
7171, 2713.4426000000008, 0.4, 12
19861, 2239.934275, 0.4, 9
5705, 2649.5568000000007, 0.2, 6
5002, 3128.918545454546, 0, 11
16459, 2713.4426000000008, 0.2, 12
14992, 3339.0795454545455, 0.6, 11
7054, 2729.0629000000004, 0.2, 9
20355, 2626.3093375000003, 0, 8
8663, 2743.7017, 0.2, 3
14377, 3745.198181818182, 0, 12
18834, 3764.5958181818182, 0.4, 12
9974, 2103.6700000000005, 0.6, 13
5456, 2649.5568000000007, 0.4, 11
17644, 2729.0629000000004, 0.4, 3
4666, 2103.6700000000005, 0.4, 11
20011, 2689.7514400000005, 0.4, 7
17076, 2103.6700000000005, 0, 5
7002, 2729.0629000000004, 0, 12
6890, 2729.0629000000004, 0.2, 8
9387, 2694.6919000000003, 0.2, 3
2093, 2658.528640000001, 0, 3
11204, 3808.2554999999998, 0.4, 4
7562, 2729.0629000000004, 0.4, 10
21719, 4608.213818181818, 0, 14
20215, 2681.3296000000005, 0.2, 9
8264, 2694.6919000000003, 0.2, 9
9937, 3323.074, 0.2, 4
17487, 3763.38, 0.4, 4
12025, 2626.3093375000003, 0.2, 5
19991, 2792.2229200000006, 0, 12
288, 2791.5418000000004, 0.6, 4
14589, 2309.9248000000002, 0.6, 3
12646, 2718.117100000001, 0.2, 13
19356, 2604.0577000000008, 0, 12
4626, 2103.6700000000005, 0, 14
7448, 2729.0629000000004, 0.4, 9
3258, 3745.198181818182, 0.2, 11
17424, 2321.8516000000004, 0.2, 6
13650, 2330.7216000000003, 0.4, 6
10792, 2321.8516000000004, 0, 12
16587, 2755.5896000000007, 0.4, 6
5348, 2649.5568000000007, 0.4, 11
2879, 2248.1935750000007, 0, 11
16064, 2275.4823600000004, 0.2, 6
17400, 2649.5568000000007, 0, 4
8732, 2694.6919000000003, 0.4, 4
12174, 2581.6389250000007, 0.6, 4
5595, 2649.5568000000007, 0, 14
17028, 2103.6700000000005, 0.4, 10
8275, 2576.9165500000004, 0.4, 10
2246, 3750.190090909091, 0, 6
20737, 2662.922900000001, 0.4, 11
15730, 2103.6700000000005, 0.2, 12
10453, 2770.4072, 0, 8
19354, 3266.0910909090912, 0.2, 3
3685, 2654.690400000001, 0.4, 15
21479, 2824.3922500000003, 0.2, 14
60, 2649.5568000000007, 0.4, 3
20322, 2103.6700000000005, 0.4, 12
1250, 2713.4426000000008, 0.2, 3
11918, 2718.117100000001, 0.4, 9
19214, 3750.9878181818185, 0.4, 3
17198, 2244.1300750000005, 0, 8
10729, 2636.305750000001, 0.6, 11
14724, 3268.710727272728, 0, 6
21253, 2704.7467, 0, 8
15318, 2694.6919000000003, 0.2, 4
10790, 2321.8516000000004, 0.2, 12
19805, 2264.478625, 0, 1
12974, 2718.117100000001, 0.4, 12
4582, 2836.95825, 0.4, 16
8933, 2649.5568000000007, 0.4, 8
2319, 2794.523600000001, 0.2, 8
13129, 2794.523600000001, 0.6, 11
13, 3745.198181818182, 0, 15
2084, 2658.528640000001, 0.4, 8
14424, 2649.5568000000007, 0, 12
1939, 2652.199040000001, 0, 11
20638, 2103.6700000000005, 0.4, 3
1735, 2652.199040000001, 0.4, 15
12363, 2573.212900000001, 0.6, 3
6032, 2729.0629000000004, 0.6, 12
4644, 2309.9248000000002, 0.4, 6
20823, 2662.922900000001, 0.4, 12
5432, 2649.5568000000007, 0, 11
10501, 3616.0429090909092, 0.2, 12
15237, 2704.7467, 0, 4
17202, 2103.6700000000005, 0.2, 3
8679, 2566.1658250000005, 0.4, 4
5365, 3745.198181818182, 0.6, 11
14391, 3745.198181818182, 0.4, 11
9447, 2718.117100000001, 0.4, 3
18453, 3374.461954545455, 0, 7
2633, 2248.1935750000007, 0.4, 6
12254, 2642.922900000001, 0, 11
1170, 2713.4426000000008, 0, 3
4468, 3918.3374909090917, 0, 3
15791, 2275.4823600000004, 0.6, 11
9600, 2694.6919000000003, 0.6, 4
17374, 2670.3668000000002, 0.4, 11
11339, 2654.690400000001, 0.2, 6
8972, 2649.5568000000007, 0.4, 5
13217, 2794.523600000001, 0.2, 11
1344, 3259.3220909090915, 0.6, 11
10488, 2720.6707, 0.4, 12
17519, 3763.38, 0.4, 8
18467, 3259.3220909090915, 0.2, 8
11746, 2743.7017, 0.4, 9
5327, 2654.690400000001, 0.2, 2
4741, 3198.036545454546, 0.6, 9
20271, 2103.6700000000005, 0.4, 12
13106, 2723.3929000000003, 0.4, 3
1608, 2500.250200000001, 0.2, 4
13567, 2418.6770500000007, 0, 6
1516, 2483.9100000000003, 0.2, 12
