PID,Yearly_electricity,Certainty,District,Adjusted_electricity
13606,2330.7216000000003,0.0,10,2330.7216000000003
7598,2649.5568000000007,0.4,12,1589.7340800000004
12674,2718.117100000001,0.4,13,3699.9102719329844
1865,2652.129100000001,0.0,16,2652.129100000001
15741,2103.6700000000005,0.6,5,841.4680000000003
15772,2500.250200000001,0.4,3,2930.670931872328
12863,4525.297272727274,0.2,9,4883.96339796348
17383,2649.5568000000007,0.4,9,3069.5797737292373
3383,2563.614325000001,0.2,8,2867.2140228156863
13020,2581.6389250000007,0.6,3,3248.187331532712
16153,2761.8317200000006,0.4,12,1657.0990320000003
12542,2581.6389250000007,0.4,3,3026.064915369463
5750,2649.5568000000007,0.2,12,2119.6454400000007
3463,2566.1658250000005,0.4,1,3592.6321550000002
16986,2103.6700000000005,0.4,10,2945.1380000000004
12473,3725.780625,0.0,6,3725.780625
14287,3848.035272727273,0.4,6,4891.614260275985
12360,2581.6389250000007,0.6,3,3248.187331532712
8834,2694.6919000000003,0.2,12,2155.75352
13565,2330.7216000000003,0.0,16,2330.7216000000003
9501,2704.7467,0.2,3,2937.6423814783348
7095,2713.4426000000008,0.0,8,2713.4426000000008
3317,2244.1300750000005,0.4,11,1741.2850453286878
7236,2729.0629000000004,0.2,6,3102.336433590201
19593,3764.595818181818,0.2,14,3878.5141405396907
15560,3510.7298181818187,0.4,11,2724.076114183124
13362,2662.922900000001,0.2,8,2978.437106895533
13547,2330.7216000000003,0.4,4,1986.0677510483147
12867,3763.38,0.4,4,3206.8744097589515
10285,2694.6919000000003,0.2,12,2155.75352
19194,3764.595818181818,0.4,4,3207.910441050252
14430,2649.5568000000007,0.4,2,3709.379520000001
2453,2248.1935750000007,0.6,8,3053.403150264158
3453,2566.1658250000005,0.2,4,2376.4296313588743
1544,2483.9100000000003,0.0,10,2483.9100000000003
17125,3627.583090909091,0.0,6,3627.583090909091
15645,3295.1020000000003,0.0,4,3295.1020000000003
6948,2729.0629000000004,0.0,6,2729.0629000000004
18766,2880.6547181818187,0.0,11,2880.6547181818187
1570,3754.289090909091,0.0,11,3754.289090909091
17643,3763.38,0.4,3,4411.158349459226
16004,2275.4823600000004,0.4,10,3185.6753040000003
2952,2244.1300750000005,0.6,3,2823.5614019374552
5307,2649.5568000000007,0.0,12,2649.5568000000007
13050,2723.3929000000003,0.2,9,2939.1838109253163
5223,2649.5568000000007,0.4,6,3369.6626970830184
473,2321.8516000000004,0.4,6,2953.508838039143
5422,2649.5568000000007,0.4,11,2055.867269547335
7851,2103.6700000000005,0.6,3,2646.8460656791776
18616,3862.291636363637,0.6,6,5430.94076098325
17681,2103.6700000000005,0.0,3,2103.6700000000005
16543,2309.9248,0.4,6,2938.3629573938406
716,2961.6040000000003,0.4,4,2523.659569714472
12908,2581.6389250000007,0.2,4,2390.758703173878
7620,2654.690400000001,0.6,6,3734.4364952379206
2414,2321.8516000000004,0.4,11,1801.5914057546443
11791,2109.6700000000005,0.4,3,2472.880234781201
12026,2581.6389250000007,0.0,6,2581.6389250000007
20452,2309.9248,0.0,9,2309.9248
17317,2309.9248,0.2,3,2508.850280017196
11067,2691.2899,0.2,9,2904.5353245640836
11356,2649.5568000000007,0.4,10,3709.379520000001
5689,2649.5568000000007,0.4,6,3369.6626970830184
20376,2103.6700000000005,0.2,14,2167.3304574251697
16068,2761.8317200000006,0.4,13,3759.4052676561987
8475,2109.6700000000005,0.4,11,1636.9536166047772
16289,4008.837386363637,0.2,3,4353.936122787418
2015,2658.528640000001,0.6,3,3344.9236592117923
13256,2723.3929000000003,0.6,9,3371.0661573245616
20140,2755.5896000000007,0.2,8,3082.22145951062
11516,2718.117100000001,0.4,4,2316.177849837068
18477,3550.608054545455,0.6,11,2357.2240676153338
17687,2309.9248,0.4,12,1385.9548799999998
9579,2720.6707,0.6,4,2117.196738393271
19748,2103.6700000000005,0.2,7,2201.8711519445565
1239,3763.38,0.2,3,4087.359753751095
18985,3750.9878181818185,0.0,16,3750.9878181818185
2564,2248.1935750000007,0.2,6,2556.5730407335072
11190,3293.1661818181824,0.0,9,3293.1661818181824
11620,2581.6389250000007,0.0,11,2581.6389250000007
12398,2581.6389250000007,0.0,6,2581.6389250000007
12720,2718.117100000001,0.6,14,2964.8740667830107
9282,2704.7467,0.4,6,3439.7485238115696
8243,2720.6707,0.4,3,3189.0210846659766
1526,2483.9100000000003,0.2,6,2824.0997661282913
2957,2679.9223000000006,0.2,6,3046.564232726664
2891,2248.1935750000007,0.6,15,2133.565037298776
8078,2694.6919000000003,0.2,3,2926.722473484955
15725,2103.6700000000005,0.0,4,2103.6700000000005
17974,2632.634500000001,0.4,9,3049.9738937615903
2373,2794.523600000001,0.4,5,1676.7141600000004
1103,2500.250200000001,0.2,4,2315.3875826190724
9061,2109.6700000000005,0.0,12,2109.6700000000005
18017,2628.5824750000006,0.6,3,3307.247852633866
7190,2729.0629000000004,0.4,10,3820.6880600000004
5474,2649.5568000000007,0.0,15,2649.5568000000007
18980,3862.291636363637,0.0,16,3862.291636363637
3675,2649.5568000000007,0.4,9,3069.5797737292373
1522,2483.9100000000003,0.4,16,1702.4609663908905
16718,2681.3296000000005,0.2,13,3165.8814891702086
2943,2652.129100000001,0.2,1,3182.554920000001
13526,2644.4277000000006,0.4,14,2804.4733906711444
12070,2581.6389250000007,0.6,3,3248.187331532712
21368,2636.305750000001,0.6,12,1054.5223000000003
13141,2794.523600000001,0.4,8,3461.0984735208363
2862,2698.963300000001,0.4,2,3778.548620000001
17986,3733.351363636364,0.0,3,3733.351363636364
17745,2103.6700000000005,0.0,12,2103.6700000000005
7676,2694.6919000000003,0.2,12,2155.75352
14443,2649.5568000000007,0.4,2,3709.379520000001
20146,2755.5896000000007,0.2,12,2204.4716800000006
13160,2723.3929000000003,0.4,3,3192.2117170524157
5592,2649.5568000000007,0.6,9,3279.66639173101
3277,2654.690400000001,0.2,10,3185.6284800000008
13069,2794.523600000001,0.6,4,2174.6683445716576
8100,2564.1844375000005,0.2,1,3077.0213250000006
14143,3520.463909090909,0.4,11,2731.629074508885
14436,2649.5568000000007,0.2,9,2859.493155727466
20915,2662.922900000001,0.2,5,2130.3383200000007
5455,2649.5568000000007,0.0,14,2649.5568000000007
19250,3764.595818181818,0.4,4,3207.910441050252
17549,3763.38,0.2,11,3341.747395771364
15749,2103.6700000000005,0.2,5,1682.9360000000006
19760,2103.6700000000005,0.0,12,2103.6700000000005
17,3745.198181818182,0.4,3,4389.847829315503
5317,2649.5568000000007,0.0,4,2649.5568000000007
15650,3548.1901818181823,0.6,4,2761.1643248251703
5597,2649.5568000000007,0.4,8,3281.3469984839367
15996,2761.8317200000006,0.6,10,4418.930752000001
11389,2121.6700000000005,0.2,11,1883.9674578285155
11232,2244.1300750000005,0.4,9,2599.8594812142596
20260,2649.5568000000007,0.2,12,2119.6454400000007
19779,2103.6700000000005,0.4,3,2465.847763133774
2128,2652.199040000001,0.0,6,2652.199040000001
17967,2103.6700000000005,0.4,8,2604.475069854948
12446,2581.6389250000007,0.4,2,3614.2944950000006
5425,2649.5568000000007,0.0,12,2649.5568000000007
17533,2655.9928750000004,0.2,8,2970.675654742478
19456,3862.291636363637,0.4,12,2317.374981818182
7615,2649.5568000000007,0.0,11,2649.5568000000007
7153,2713.4426000000008,0.0,10,2713.4426000000008
937,2837.6156000000005,0.4,6,3608.479155739031
3466,2649.5568000000007,0.2,1,3179.468160000001
8031,2564.1844375000005,0.4,2,3589.8582125000003
8501,2694.6919000000003,0.6,8,3660.6068830504028
16113,2761.8317200000006,0.0,6,2761.8317200000006
17924,2103.6700000000005,0.0,11,2103.6700000000005
15217,2564.1844375000005,0.0,6,2564.1844375000005
3266,2918.084090909092,0.4,6,3710.6663441731944
412,3745.198181818182,0.4,3,4389.847829315503
16783,2103.6700000000005,0.4,11,1632.2980445151177
20498,2103.6700000000005,0.0,8,2103.6700000000005
14692,3252.834727272728,0.4,10,4553.968618181819
16976,2109.6700000000005,0.6,6,2968.7620278098334
12851,2626.3093375000003,0.6,9,3250.88896953313
1288,2713.4426000000008,0.6,15,2575.0926463228216
11970,2743.7017,0.2,6,3118.950762556497
20822,2662.922900000001,0.4,8,3297.9202841637657
8811,2103.6700000000005,0.6,16,1110.9323022677431
13705,2103.6700000000005,0.6,13,3243.354204939953
923,2576.9165500000004,0.6,11,1710.7970717630697
11672,2581.6389250000007,0.2,6,2935.0173624799363
4516,3962.634181818183,0.2,4,3669.6478857634506
19759,2309.9248,0.2,8,2583.0881920981337
15732,2103.6700000000005,0.0,12,2103.6700000000005
13981,3540.4120000000007,0.0,12,3540.4120000000007
1590,3068.7421818181824,0.6,3,3861.0206638595455
15513,2805.525475000001,0.4,11,2176.887837912519
12859,4679.451818181818,0.6,12,1871.7807272727275
6411,2713.4426000000008,0.0,10,2713.4426000000008
12526,2718.117100000001,0.0,12,2718.117100000001
5837,2713.4426000000008,0.2,6,3084.608149663088
17304,2309.9248,0.2,3,2508.850280017196
9722,2109.6700000000005,0.2,3,2291.3656964120846
1705,4206.323818181819,0.0,3,4206.323818181819
7453,2713.4426000000008,0.4,6,3450.7914744356667
5165,3621.288363636364,0.4,6,4603.667650809755
20397,4844.915625,0.4,9,5613.084002401725
12146,2718.117100000001,0.0,7,2718.117100000001
4153,3295.1020000000003,0.2,9,3556.224428747405
5990,2729.0629000000004,0.2,12,2183.2503200000006
3707,2109.6700000000005,0.6,12,843.8680000000003
4941,3295.2580000000003,0.6,3,4146.004272033033
20236,2755.5896000000007,0.4,7,3012.857790523791
124,2109.6700000000005,0.0,11,2109.6700000000005
16033,2761.8317200000006,0.4,12,1657.0990320000003
4546,2691.2899,0.0,3,2691.2899
10116,2791.5418000000004,0.4,12,1674.9250800000002
17167,2103.6700000000005,0.4,3,2465.847763133774
19274,3431.848081818182,0.4,4,2924.3671677733714
11848,2718.117100000001,0.0,14,2718.117100000001
5568,2649.5568000000007,0.0,6,2649.5568000000007
4746,3429.6786181818184,0.2,11,3045.432468239491
1786,2652.199040000001,0.2,11,2355.058327109984
524,3068.7421818181824,0.4,11,2381.1252302116354
10171,3671.080556818182,0.6,12,1468.4322227272728
1124,2713.4426000000008,0.6,15,2575.0926463228216
2297,2837.6156000000005,0.2,6,3225.53849031477
21263,2713.4426000000008,0.2,6,3084.608149663088
11572,2581.6389250000007,0.6,2,4130.622280000001
2424,2275.4823600000004,0.0,15,2275.4823600000004
20471,2103.6700000000005,0.0,9,2103.6700000000005
20319,2103.6700000000005,0.4,5,1262.2020000000002
17430,2743.7017,0.2,6,3118.950762556497
9063,2694.6919000000003,0.2,12,2155.75352
6962,2729.0629000000004,0.2,16,2299.775327130396
16967,4580.007272727273,0.6,4,3564.1143172676443
21747,3320.0249090909097,0.4,14,3520.9583889491796
8940,2649.5568000000007,0.0,9,2649.5568000000007
18353,3768.719454545455,0.4,5,2261.231672727273
19589,3764.595818181818,0.4,4,3207.910441050252
19796,2103.6700000000005,0.0,4,2103.6700000000005
702,2694.6919000000003,0.2,6,3063.3270133576307
6228,2729.0629000000004,0.0,8,2729.0629000000004
6181,2713.4426000000008,0.4,8,3360.562148324537
3350,2670.3668,0.6,1,4272.58688
8752,2794.523600000001,0.4,12,1676.7141600000004
19418,3764.595818181818,0.4,14,3992.435154614152
18526,3764.595818181818,0.0,12,3764.595818181818
13227,2794.523600000001,0.0,12,2794.523600000001
15786,2103.6700000000005,0.0,11,2103.6700000000005
11648,2729.0629000000004,0.0,12,2729.0629000000004
13564,2103.6700000000005,0.2,7,2201.8721445852684
16811,2309.9248,0.0,11,2309.9248
2378,2103.6700000000005,0.4,11,1632.2980445151177
3546,2713.4426000000008,0.6,14,2959.7752089674727
671,3745.198181818182,0.2,11,3325.6025895749112
16450,2681.3296000000005,0.2,6,3048.161450063759
17558,2718.117100000001,0.2,10,3261.7405200000007
13667,2330.7216000000003,0.2,3,2531.4364222136333
14932,3745.198181818182,0.0,12,3745.198181818182
18694,3764.595818181818,0.4,9,4361.444422725864
17223,3686.9807045454554,0.0,3,3686.9807045454554
20528,2734.4216,0.0,8,2734.4216
13581,2330.7216000000003,0.2,4,2158.3933484903605
17802,2636.0365000000006,0.4,11,2045.3764809933652
20364,2103.6700000000005,0.0,4,2103.6700000000005
3292,2649.5568000000007,0.0,9,2649.5568000000007
5486,2649.5568000000007,0.0,11,2649.5568000000007
2381,2794.523600000001,0.0,11,2794.523600000001
20860,2644.4277000000006,0.2,4,2448.9050905268373
16080,2989.3509090909097,0.6,6,4204.585882430389
12510,2581.6389250000007,0.4,8,3197.132280268305
1497,2483.9100000000003,0.2,6,2824.0997661282913
9469,2109.6700000000005,0.4,3,2472.880234781201
20098,2755.5896000000007,0.6,11,1829.4168629516348
2009,2658.528640000001,0.2,3,2887.4477517659075
3303,2649.5568000000007,0.0,11,2649.5568000000007
18360,3862.291636363637,0.6,9,4780.878939126811
14425,2649.5568000000007,0.4,6,3369.6626970830184
14999,3273.136272727273,0.0,10,3273.136272727273
21079,2679.6860000000006,0.0,6,2679.6860000000006
9977,2770.4072,0.4,4,2360.735646911824
19310,3750.9878181818185,0.4,6,4768.373394035608
2312,2103.6700000000005,0.4,11,1632.2980445151177
16348,2634.2939875000006,0.4,7,2880.2377674841464
17343,2103.6700000000005,0.0,3,2103.6700000000005
21287,2649.5568000000007,0.2,11,2352.7121122101357
13293,2794.523600000001,0.2,11,2481.437461210735
3719,2103.6700000000005,0.0,12,2103.6700000000005
1925,2658.528640000001,0.0,15,2658.528640000001
20616,2133.6700000000005,0.4,6,2714.536435278824
1330,3745.198181818182,0.4,15,3617.894136267181
583,3745.198181818182,0.4,15,3617.894136267181
12182,2718.117100000001,0.2,12,2174.493680000001
19254,3431.848081818182,0.0,7,3431.848081818182
747,2694.6919000000003,0.0,14,2694.6919000000003
3296,2649.5568000000007,0.2,15,2604.5252313315873
5726,2649.5568000000007,0.6,4,2061.856595289763
13443,2644.4277000000006,0.2,6,3006.2795809159225
5559,2654.690400000001,0.0,6,2654.690400000001
15916,2322.9856000000004,0.2,6,2641.458366539271
11459,2103.6700000000005,0.4,7,2300.0736299301
8939,2649.5568000000007,0.4,11,2055.867269547335
18027,2628.5824750000006,0.4,6,3343.0273361256986
6804,2729.0629000000004,0.4,12,1637.43774
1537,2484.898675000001,0.4,3,2912.6777378211136
5731,2649.5568000000007,0.2,15,2604.5252313315873
1099,2500.250200000001,0.4,3,2930.670931872328
3557,2103.6700000000005,0.2,16,1772.7581183566201
4500,3239.339090909091,0.2,11,2876.4177553756426
21244,3098.5585454545453,0.0,12,3098.5585454545453
5843,2713.4426000000008,0.0,8,2713.4426000000008
164,2109.6700000000005,0.0,5,2109.6700000000005
10050,2143.6700000000005,0.4,16,1469.2619807126403
9550,2109.6700000000005,0.2,8,2358.807897493234
15433,2103.6700000000005,0.2,12,1682.9360000000006
19687,2309.9248,0.0,1,2309.9248
13367,2662.922900000001,0.4,10,3728.092060000001
5264,2649.5568000000007,0.2,8,2963.467414055618
2656,2636.0365000000006,0.4,14,2795.5743472223994
3315,2576.9022500000005,0.6,11,1710.7875780928493
15104,3561.7908181818184,0.2,15,3501.25537850389
19029,2103.6700000000005,0.2,4,1948.129168583851
6037,2713.4426000000008,0.4,12,1628.0655600000005
13026,2581.6389250000007,0.0,9,2581.6389250000007
14647,3259.3220909090915,0.4,10,4563.050927272728
20704,2723.166100000001,0.0,10,2723.166100000001
5942,2729.0629000000004,0.2,8,3052.5122286162996
14721,2549.4038000000005,0.4,5,1529.6422800000003
13654,2330.7216000000003,0.4,4,1986.0677510483147
17776,2636.0365000000006,0.6,3,3316.625895001796
84,3745.198181818182,0.2,11,3325.6025895749112
5883,2713.4426000000008,0.0,4,2713.4426000000008
1708,2652.199040000001,0.4,3,3108.766916732256
97,3745.198181818182,0.2,15,3681.545642743236
1123,3754.289090909091,0.0,15,3754.289090909091
527,2918.084090909092,0.6,10,4668.934545454547
7910,2718.117100000001,0.4,3,3186.0280647328327
11686,2718.117100000001,0.4,9,3149.0125347809785
5588,2649.5568000000007,0.4,9,3069.5797737292373
3668,2649.5568000000007,0.2,4,2453.6549623848578
18905,3431.848081818182,0.4,11,2662.869512483392
10349,2681.3296000000005,0.4,12,1608.7977600000002
5353,2649.5568000000007,0.2,11,2352.7121122101357
21356,2484.898675000001,0.0,10,2484.898675000001
2636,2242.485775000001,0.0,6,2242.485775000001
11852,2581.6389250000007,0.4,6,3283.413575069362
10449,3616.042909090909,0.2,11,3210.917312966158
9511,2576.3587375,0.6,3,3241.5442330609976
7360,2729.0629000000004,0.4,3,3198.8574027592344
3336,2649.5568000000007,0.4,11,2055.867269547335
9456,2642.922900000001,0.0,12,2642.922900000001
16597,3465.0181818181823,0.6,10,5544.029090909092
15752,2103.6700000000005,0.4,3,2465.847763133774
17495,2121.6700000000005,0.0,6,2121.6700000000005
20371,2866.2748000000006,0.4,4,2442.4270008553794
19966,2239.934275,0.6,12,895.9737100000001
14587,2103.6700000000005,0.4,12,1262.2020000000002
10429,2755.5896000000007,0.4,11,2138.141160258735
2133,2761.8317200000006,0.6,6,3884.9544815931868
5227,2649.5568000000007,0.6,12,1059.8227200000003
17452,2729.0629000000004,0.2,12,2183.2503200000006
20377,2649.5568000000007,0.2,9,2859.493155727466
12232,2642.922900000001,0.4,6,3361.238286712017
15771,3068.7421818181824,0.6,11,2037.3166769718953
9497,2681.3296000000005,0.6,9,3318.997104922129
3487,2566.1658250000005,0.4,16,1758.8387437131562
14354,3257.033636363637,0.6,10,5211.25381818182
11749,3754.289090909091,0.6,9,4647.185429609754
3271,2654.690400000001,0.6,15,2519.336014934067
9418,2566.1658250000005,0.6,12,1026.4663300000002
10209,2866.2748000000006,0.6,5,1146.5099200000002
1687,4206.323818181819,0.2,2,5047.588581818182
10607,3754.289090909091,0.6,11,2492.44648645536
15457,2103.6700000000005,0.2,5,1682.9360000000006
7446,2729.0629000000004,0.2,6,3102.336433590201
17443,2121.6700000000005,0.0,16,2121.6700000000005
19585,3764.595818181818,0.0,4,3764.595818181818
11958,2718.117100000001,0.2,3,2952.1631613878994
13031,2691.164800000001,0.6,9,3331.1718402421925
14365,3745.198181818182,0.4,3,4389.847829315503
1917,2322.9856000000004,0.2,6,2641.458366539271
91,2918.084090909092,0.0,4,2918.084090909092
5452,2649.5568000000007,0.6,9,3279.66639173101
6403,2713.4426000000008,0.4,11,2105.4380941149257
21355,2963.910454545455,0.0,12,2963.910454545455
3060,2701.3447,0.6,16,1426.5622276503345
5629,2649.5568000000007,0.6,12,1059.8227200000003
3664,2649.5568000000007,0.2,9,2859.493155727466
10145,2866.2748000000006,0.4,15,2768.846234791456
15621,2918.084090909092,0.4,3,3420.4050970644444
103,3745.198181818182,0.6,11,2486.4110953424984
7419,2713.4426000000008,0.0,3,2713.4426000000008
6413,2713.4426000000008,0.4,10,3798.8196400000006
2317,2794.523600000001,0.4,15,2699.533929477263
6512,2743.7017,0.2,2,3292.44204
7773,2103.6700000000005,0.0,10,2103.6700000000005
3716,2309.9248,0.6,3,2906.3389239656594
11473,2121.6700000000005,0.0,16,2121.6700000000005
3803,3371.120672727273,0.0,11,3371.120672727273
20276,3116.3306818181827,0.4,6,3962.420310387677
11880,2718.117100000001,0.0,3,2718.117100000001
17733,2103.6700000000005,0.0,7,2103.6700000000005
13022,2581.6389250000007,0.4,3,3026.064915369463
3072,2652.129100000001,0.6,9,3282.85057422489
11221,2874.667900000001,0.2,2,3449.6014800000007
993,2718.117100000001,0.6,12,1087.2468400000005
559,3745.198181818182,0.6,3,4712.0820740426825
6414,2729.0629000000004,0.2,10,3274.87548
2660,2694.6919000000003,0.4,15,2603.095608300265
1341,3745.198181818182,0.2,14,3858.532066945357
57,2649.5568000000007,0.0,4,2649.5568000000007
4301,3239.339090909091,0.0,6,3239.339090909091
13503,2662.922900000001,0.4,11,2066.2384098986004
510,3745.198181818182,0.2,15,3681.545642743236
1557,2500.250200000001,0.4,5,1500.1501200000005
2742,2718.8185000000008,0.2,2,3262.5822000000007
11734,2581.6389250000007,0.6,3,3248.187331532712
17819,2649.5568000000007,0.2,8,2963.467414055618
11351,2649.5568000000007,0.0,4,2649.5568000000007
7138,2729.0629000000004,0.0,13,2729.0629000000004
13580,2330.7216000000003,0.2,3,2531.4364222136333
12058,2581.6389250000007,0.0,3,2581.6389250000007
12214,2729.0629000000004,0.4,12,1637.43774
20799,2662.922900000001,0.0,6,2662.922900000001
1435,2670.3668,0.4,11,2072.014345411635
3711,2103.6700000000005,0.4,8,2604.475069854948
17690,2309.9248,0.4,2,3233.8947199999993
3698,2654.690400000001,0.2,9,2865.0338051865206
7364,2704.7467,0.2,3,2937.6423814783348
1576,2511.6004000000007,0.4,15,2426.227570574993
6388,2729.0629000000004,0.4,3,3198.8574027592344
2367,3214.997272727273,0.4,3,3768.410685878443
9378,2694.6919000000003,0.2,12,2155.75352
7607,2670.3668,0.0,12,2670.3668
15493,2103.6700000000005,0.0,3,2103.6700000000005
9018,2694.6919000000003,0.2,11,2392.7904715287996
2331,2794.523600000001,0.0,4,2794.523600000001
19740,2103.6700000000005,0.4,12,1262.2020000000002
20843,2644.4277000000006,0.0,3,2644.4277000000006
20431,2694.6919000000003,0.6,4,2096.98028971506
17026,2109.6700000000005,0.4,3,2472.880234781201
237,2097.6700000000005,0.4,3,2458.815291486345
9360,2694.6919000000003,0.0,12,2694.6919000000003
6971,2713.4426000000008,0.4,13,3692.502121870281
17315,2103.6700000000005,0.4,15,2032.1631307922298
20447,2103.6700000000005,0.0,11,2103.6700000000005
5923,2713.4426000000008,0.4,12,1628.0655600000005
12833,4679.451818181818,0.2,8,5236.898326547288
1670,3745.198181818182,0.2,8,4190.557960177366
14381,3745.198181818182,0.0,11,3745.198181818182
19945,2244.1300750000005,0.0,12,2244.1300750000005
4975,3195.8716363636368,0.2,12,2556.6973090909096
20018,2103.6700000000005,0.0,12,2103.6700000000005
7339,2713.4426000000008,0.4,12,1628.0655600000005
5996,2729.0629000000004,0.4,12,1637.43774
5740,2649.5568000000007,0.4,12,1589.7340800000004
4482,3371.120672727273,0.4,4,2872.6197132619354
17569,3754.289090909091,0.2,3,4077.4866691697107
19187,2919.7628545454545,0.6,1,4671.620567272727
15758,3745.198181818182,0.0,12,3745.198181818182
19811,2326.246600000001,0.2,6,2645.159443591973
13683,2103.6700000000005,0.2,4,1948.129168583851
20385,2103.6700000000005,0.0,12,2103.6700000000005
480,2239.6651750000005,0.4,3,2625.2447985295253
19645,3745.198181818182,0.2,5,2996.1585454545457
8956,2649.5568000000007,0.6,4,2061.856595289763
19196,2604.0577000000008,0.2,11,2312.3105338714186
17349,2649.5568000000007,0.0,11,2649.5568000000007
17683,2103.6700000000005,0.0,3,2103.6700000000005
19942,2248.1935750000007,0.4,8,2783.6769683852044
5253,2649.5568000000007,0.0,12,2649.5568000000007
13499,2644.4277000000006,0.4,7,2891.3165916464454
861,2694.6919000000003,0.6,8,3660.6068830504028
14409,3745.198181818182,0.2,12,2996.1585454545457
5891,2713.4426000000008,0.4,3,3180.549183280182
18787,3460.694672727273,0.0,16,3460.694672727273
10384,3335.3418181818183,0.2,12,2668.273454545455
16512,2103.6700000000005,0.2,9,2270.32231983746
9777,2887.241090909091,0.0,10,2887.241090909091
16627,4251.093090909091,0.4,13,5786.2694813453945
13571,2103.6700000000005,0.4,4,1792.5909912352956
7653,2564.1844375000005,0.2,6,2915.207364579623
17795,2713.4426000000008,0.6,11,1801.4357637359196
18030,2632.634500000001,0.2,10,3159.1614000000013
10339,3636.2396363636367,0.4,5,2181.743781818182
3917,3918.337490909092,0.4,4,3338.917845039066
15805,2761.8317200000006,0.2,3,2999.6389568652394
3656,2713.4426000000008,0.6,13,4183.306044518455
14408,3745.198181818182,0.4,6,4761.0211166985755
7581,2713.4426000000008,0.4,3,3180.549183280182
8309,2694.6919000000003,0.6,3,3390.4213043689324
6628,2729.0629000000004,0.0,3,2729.0629000000004
7812,2109.6700000000005,0.4,3,2472.880234781201
11065,2103.6700000000005,0.4,9,2437.1249019492247
21806,3485.4954545454552,0.2,4,3227.787166915242
8900,2694.6919000000003,0.2,4,2495.45292719329
11120,3957.272727272727,0.4,15,3822.7600568917023
7730,2704.7467,0.0,9,2704.7467
20850,2644.4277000000006,0.4,8,3274.987174782152
9180,2720.519500000001,0.4,6,3459.7784518930507
3522,2713.4426000000008,0.4,14,2877.665138420068
8882,2642.922900000001,0.4,3,3097.894551474328
5481,2649.5568000000007,0.2,12,2119.6454400000007
6534,2729.0629000000004,0.4,11,2117.5583329002748
18099,3460.694672727273,0.4,11,2685.252409736421
19026,3266.0910909090912,0.4,4,2783.121188808912
11541,2340.643600000001,0.4,6,2977.3728576493068
669,3745.198181818182,0.2,15,3681.545642743236
10675,2636.305750000001,0.0,12,2636.305750000001
12645,2626.3093375000003,0.4,11,2037.8288966189355
15977,2794.523600000001,0.2,12,2235.618880000001
14528,3290.84090909091,0.0,4,3290.84090909091
6205,2713.4426000000008,0.6,8,3686.1064076731554
17556,2729.0629000000004,0.6,10,4366.500640000001
16369,4740.694909090909,0.0,4,4740.694909090909
20104,2887.241090909091,0.2,12,2309.792872727273
7058,2729.0629000000004,0.4,9,3161.6941466747435
16236,2761.8317200000006,0.4,9,3199.6595267709145
18658,2103.6700000000005,0.2,12,1682.9360000000006
11333,2649.5568000000007,0.4,3,3105.670003751306
11615,3763.38,0.6,4,2928.6229416722244
19084,3862.291636363637,0.6,8,5248.45364220731
2107,2622.1348000000003,0.4,11,2034.5897532402294
9266,2413.7976000000003,0.6,6,3396.017114335369
17467,3763.38,0.4,13,5122.49868206065
8160,2109.6700000000005,0.4,4,1797.7037522062737
16187,2275.4823600000004,0.2,12,1820.3858880000005
10184,2791.5418000000004,0.0,8,2791.5418000000004
8646,2109.6700000000005,0.2,6,2399.355492530284
395,3745.198181818182,0.4,4,3191.3811946953815
5391,2940.7063636363646,0.6,16,1552.9675284308714
17822,2670.0565,0.4,3,3129.6972635897687
12688,2718.117100000001,0.2,12,2174.493680000001
8660,2720.519500000001,0.4,6,3459.7784518930507
14447,2649.5568000000007,0.6,9,3279.66639173101
4636,2103.6700000000005,0.0,4,2103.6700000000005
396,3745.198181818182,0.0,15,3745.198181818182
10030,2133.6700000000005,0.0,14,2133.6700000000005
6333,2713.4426000000008,0.4,12,1628.0655600000005
9965,2770.4072,0.0,8,2770.4072
6344,2729.0629000000004,0.4,3,3198.8574027592344
17577,2655.9928750000004,0.2,4,2459.615175973715
1463,2483.9100000000003,0.0,11,2483.9100000000003
3195,2244.1300750000005,0.0,11,2244.1300750000005
4588,2841.187700000001,0.4,12,1704.7126200000005
1514,2483.9100000000003,0.2,6,2824.0997661282913
10441,2866.2748000000006,0.0,9,2866.2748000000006
11882,2581.6389250000007,0.4,3,3026.064915369463
16528,2103.6700000000005,0.4,10,2945.1380000000004
3540,2713.4426000000008,0.0,6,2713.4426000000008
3692,2649.5568000000007,0.6,9,3279.66639173101
18108,3851.553,0.0,11,3851.553
11369,2887.241090909091,0.0,4,2887.241090909091
4108,3918.337490909092,0.0,5,3918.337490909092
20291,2694.6919000000003,0.4,11,2090.8888881846633
15700,2103.6700000000005,0.4,3,2465.847763133774
5636,2649.5568000000007,0.4,3,3105.670003751306
1000,2694.6919000000003,0.2,6,3063.3270133576307
16731,2755.5896000000007,0.4,15,2661.9233348795024
16443,2597.8225000000007,0.2,12,2078.2580000000007
5876,2729.0629000000004,0.4,4,2325.5050596764227
9253,2109.6700000000005,0.2,11,1873.3118857388565
19002,3431.848081818182,0.4,4,2924.3671677733714
1638,2704.7467,0.0,1,2704.7467
5849,2713.4426000000008,0.6,6,3816.9747992082453
8729,2720.519500000001,0.4,2,3808.727300000001
18770,2679.6860000000006,0.2,11,2379.465767427115
